Author,wherefore,let,my,in,their,who,upon,the,thereof,of,that,he,may,be,to,his,unto,with,those,whom,shall,not,them,and,all,which,it,me,or,much,have,lord,will,by,other,yet,for,him,these,are,do,according,verily,say,as,an,now,is,also,yea,from,henceforth,when,they,hath,man,but,ye,must,there,among,cometh,out,into,himself,make,if,no,again,many,how,without,such,more,thus,your,god,should,once,inasmuch,could,thereunto,whoso,whosoever,seemeth,notwithstanding,shalt,whereon,did,every,then,ever,therein,hast,outward,some,whereby,therefore,wheresoever,neither,thee,wherewith,till,whereunto,her,underneath,thou,where,had,ought,wherewithal,lest,becometh,shouldst,hence,doeth,was,because,thereon,didst,whose,each,whence,we,therefrom,been,became,thence,therewith,were,oft,like,whatsoever,our,thy,thyself,abundance,throughout,thine,being,forth,what,would,said,thereby,anything,one,whither,than,wherein,w_percentage_use,h_percentage_use,e_percentage_use,r_percentage_use,f_percentage_use,o_percentage_use,l_percentage_use,t_percentage_use,m_percentage_use,y_percentage_use,d_percentage_use,i_percentage_use,s_percentage_use,c_percentage_use,p_percentage_use,n_percentage_use,k_percentage_use,a_percentage_use,g_percentage_use,u_percentage_use,v_percentage_use,b_percentage_use,j_percentage_use,z_percentage_use,x_percentage_use,â_percentage_use,q_percentage_use,ã_percentage_use,Total_Word_Count,AVG_Letter_Per_Word,AVG_Word_Per_Verse,Total_Function_Word_Count
Joseph Smith,8,12,14,22,5,11,3,67,2,25,19,13,2,18,15,6,25,4,8,2,24,13,7,46,9,4,5,3,2,1,10,14,9,3,1,1,11,8,4,8,1,1,7,7,4,5,3,8,1,1,5,1,2,8,1,2,5,5,2,6,2,3,1,1,1,1,1,2,1,2,1,2,1,1,1,2,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.01995305164319249,0.08051643192488263,0.12793427230046947,0.054929577464788736,0.01784037558685446,0.0755868544600939,0.04765258215962441,0.0903755868544601,0.027230046948356807,0.021830985915492956,0.04061032863849765,0.06737089201877934,0.054694835680751175,0.022065727699530517,0.01455399061032864,0.07394366197183098,0.00539906103286385,0.07042253521126761,0.014788732394366197,0.024413145539906103,0.013849765258215962,0.01244131455399061,0.002112676056338028,0.0011737089201877935,0.0009389671361502347,0.00046948356807511736,0.00023474178403755868,0,1036,4.111969111969112,26.743589743589745,566.9833333333333
