Author,the,lord,your,god,not,with,notwithstanding,have,much,in,for,of,and,many,whom,will,out,therefore,it,is,that,should,as,shall,be,to,into,they,them,her,where,my,unto,by,may,more,there,are,than,one,ye,yet,without,all,verily,thus,thy,thine,me,those,who,were,among,say,been,some,thee,which,was,inasmuch,thou,hast,thyself,shalt,let,but,also,forth,when,cometh,because,do,their,if,now,what,him,from,till,man,wherefore,whatsoever,an,whosoever,again,upon,could,thereunto,whoso,according,seemeth,whereon,did,every,then,ever,must,thereof,hath,therein,outward,these,whereby,whither,make,wheresoever,neither,whereunto,wherewith,underneath,other,had,ought,wherewithal,no,once,lest,becometh,shouldst,hence,doeth,didst,thereon,whose,each,yea,whence,we,therefrom,became,or,thence,therewith,like,oft,how,his,our,throughout,abundance,being,himself,such,would,said,thereby,anything,henceforth,he,wherein,i_percentage_use,t_percentage_use,h_percentage_use,e_percentage_use,l_percentage_use,o_percentage_use,r_percentage_use,d_percentage_use,y_percentage_use,u_percentage_use,g_percentage_use,a_percentage_use,m_percentage_use,n_percentage_use,s_percentage_use,p_percentage_use,w_percentage_use,c_percentage_use,j_percentage_use,f_percentage_use,v_percentage_use,b_percentage_use,z_percentage_use,x_percentage_use,q_percentage_use,k_percentage_use,â_percentage_use,ã_percentage_use,Total_Word_Count,AVG_Letter_Per_Word,AVG_Word_Per_Verse,Total_Function_Word_Count
Joseph Smith,52,8,11,2,15,7,1,13,2,17,22,30,61,5,4,9,1,5,9,2,9,2,12,25,23,14,1,6,9,1,2,32,22,8,2,2,2,3,1,1,7,1,1,12,6,1,23,2,7,2,2,1,5,8,1,1,5,2,1,2,9,1,2,3,9,2,3,3,1,2,1,1,4,1,1,1,4,2,1,1,1,1,1,3,1,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.05560518088432336,0.08820902188476999,0.07101384546672622,0.11902635104957571,0.04756587762393926,0.08173291648057168,0.05739169271996427,0.03729343456900402,0.03907994640464493,0.030147387226440375,0.013175524787851719,0.07838320678874497,0.03126395712371594,0.07168378740509156,0.05180884323358642,0.012282268870031265,0.016748548459133542,0.01786511835640911,0.0008932559178204555,0.022331397945511387,0.0160786065207682,0.01786511835640911,0.0013398838767306833,0.0008932559178204555,0.00044662795891022776,0.004689593568557392,0.0008932559178204555,0,1099,4.074613284804368,28.384615384615383,605.9857079053148
