Author,the,lord,in,but,by,of,my,wherefore,will,that,no,shall,be,upon,and,it,said,to,is,he,as,have,for,they,may,thereof,now,unto,what,say,one,all,your,these,not,them,lest,their,are,was,with,let,those,whom,should,me,if,or,according,again,other,inasmuch,do,like,him,his,god,verily,yea,whose,who,from,thence,more,among,than,seemeth,forth,man,cometh,an,into,ye,how,yet,which,then,thus,when,could,thereunto,whoso,whosoever,notwithstanding,shalt,whereon,did,every,ever,must,also,hath,therein,hast,outward,some,whereby,therefore,whither,make,there,much,neither,without,thee,wherewith,till,whereunto,her,underneath,thou,where,had,ought,wherewithal,many,once,becometh,shouldst,hence,didst,doeth,because,thereon,each,whence,we,therefrom,been,became,wheresoever,therewith,were,oft,out,whatsoever,our,thy,thyself,abundance,throughout,thine,being,himself,such,would,thereby,anything,henceforth,wherein,b_percentage_use,e_percentage_use,h_percentage_use,o_percentage_use,l_percentage_use,d_percentage_use,i_percentage_use,t_percentage_use,r_percentage_use,n_percentage_use,g_percentage_use,s_percentage_use,w_percentage_use,a_percentage_use,u_percentage_use,y_percentage_use,m_percentage_use,f_percentage_use,v_percentage_use,j_percentage_use,c_percentage_use,p_percentage_use,z_percentage_use,k_percentage_use,â_percentage_use,ã_percentage_use,q_percentage_use,x_percentage_use,Total_Word_Count,AVG_Letter_Per_Word,AVG_Word_Per_Verse,Total_Function_Word_Count
Joseph Smith,82,11,23,3,8,27,8,4,1,15,1,12,13,15,47,11,1,17,13,4,11,9,13,17,3,2,6,23,2,7,2,5,9,2,14,10,1,14,9,1,6,9,2,3,2,6,3,10,2,2,1,4,5,1,4,2,3,3,2,1,4,2,1,1,6,1,2,1,2,1,1,1,3,1,2,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.012687427912341407,0.12272202998846597,0.0698961937716263,0.08512110726643599,0.03713956170703576,0.038985005767012686,0.06113033448673587,0.09480968858131487,0.05697808535178778,0.0782006920415225,0.0196078431372549,0.0516724336793541,0.01776239907727797,0.07104959630911188,0.03183391003460208,0.029988465974625143,0.0265282583621684,0.0196078431372549,0.011303344867358709,0.005536332179930796,0.0196078431372549,0.011764705882352941,0.000922722029988466,0.005536332179930796,0.0006920415224913495,0,0,0,1055,4.109004739336493,27.435897435897434,578.9810841983852
