Author,among,those,the,lord,who,have,to,my,and,not,me,in,of,therefore,it,that,ye,but,your,then,into,all,unto,every,he,is,shall,be,for,are,with,which,from,verily,say,being,how,lest,man,according,as,his,thus,what,should,or,whom,there,much,an,by,thy,had,god,again,her,also,we,whence,they,if,do,will,them,upon,their,make,may,himself,inasmuch,forth,when,out,without,let,thou,could,thereunto,whoso,whosoever,more,seemeth,notwithstanding,shalt,whereon,did,ever,must,thereof,hath,therein,hast,outward,these,some,now,cometh,whereby,whither,wheresoever,neither,thee,wherewith,till,whereunto,underneath,where,other,many,ought,wherewithal,no,once,becometh,shouldst,hence,didst,doeth,was,because,thereon,whose,each,yea,therefrom,been,became,thence,therewith,were,oft,like,whatsoever,our,thyself,abundance,throughout,thine,wherefore,such,him,would,said,thereby,anything,one,henceforth,yet,than,wherein,f_percentage_use,i_percentage_use,r_percentage_use,s_percentage_use,t_percentage_use,a_percentage_use,m_percentage_use,o_percentage_use,n_percentage_use,g_percentage_use,h_percentage_use,e_percentage_use,y_percentage_use,u_percentage_use,l_percentage_use,d_percentage_use,w_percentage_use,v_percentage_use,p_percentage_use,k_percentage_use,b_percentage_use,c_percentage_use,z_percentage_use,q_percentage_use,j_percentage_use,â_percentage_use,x_percentage_use,ã_percentage_use,Total_Word_Count,AVG_Letter_Per_Word,AVG_Word_Per_Verse,Total_Function_Word_Count
Joseph Smith,4,5,73,11,10,7,19,18,43,5,8,18,50,2,9,13,3,1,8,1,1,8,15,2,7,19,9,16,15,8,4,8,7,7,3,1,1,1,1,1,8,4,8,5,3,3,3,3,1,1,4,2,3,2,1,5,5,2,1,3,1,1,1,2,5,3,1,4,1,1,1,1,1,1,2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.026356192425793245,0.05885363357215967,0.05783009211873081,0.06780962128966223,0.09058341862845445,0.0752302968270215,0.02456499488229273,0.08290685772773797,0.06397134083930399,0.014073694984646877,0.07727737973387923,0.1154042988741044,0.02328556806550665,0.026356192425793245,0.038894575230296824,0.040429887410440124,0.01663254861821904,0.011770726714431934,0.01791197543500512,0.004350051177072671,0.011770726714431934,0.02098259979529171,0.0020470829068577278,0.0007676560900716479,0.0028147389969293756,0.0005117707267144319,0.0007676560900716479,0,965,4.049740932642487,25.0,536.974155578301
