Author,verily,say,unto,that,it,is,my,will,should,be,me,in,the,of,like,which,have,yea,let,by,and,lord,their,there,may,for,all,those,who,are,to,they,god,been,upon,inasmuch,as,do,not,into,shall,but,if,now,these,her,our,neither,out,he,hath,his,therefore,thus,cometh,thereof,whatsoever,according,with,once,no,more,ever,your,an,wherewith,them,man,or,than,make,ye,also,when,wherefore,every,forth,whoso,again,lest,could,thereunto,whosoever,seemeth,notwithstanding,shalt,whereon,did,then,must,therein,hast,outward,some,whereby,much,whither,wheresoever,without,thee,till,whereunto,underneath,thou,where,other,had,ought,wherewithal,many,becometh,shouldst,hence,didst,doeth,was,because,thereon,whose,whom,each,whence,we,among,therefrom,became,from,thence,therewith,were,oft,how,thy,thyself,abundance,throughout,thine,being,himself,such,what,him,said,thereby,would,anything,one,henceforth,yet,wherein,v_percentage_use,e_percentage_use,r_percentage_use,i_percentage_use,l_percentage_use,y_percentage_use,s_percentage_use,a_percentage_use,u_percentage_use,n_percentage_use,t_percentage_use,o_percentage_use,h_percentage_use,m_percentage_use,w_percentage_use,d_percentage_use,b_percentage_use,f_percentage_use,z_percentage_use,k_percentage_use,p_percentage_use,c_percentage_use,g_percentage_use,q_percentage_use,â_percentage_use,j_percentage_use,x_percentage_use,ã_percentage_use,Total_Word_Count,AVG_Letter_Per_Word,AVG_Word_Per_Verse,Total_Function_Word_Count
Joseph Smith,4,4,14,17,14,13,16,12,4,19,6,18,61,36,1,6,8,4,5,5,57,15,6,5,3,18,17,1,2,4,16,3,7,2,8,1,3,5,12,6,21,2,6,2,3,14,1,1,2,3,2,2,7,1,3,1,5,1,10,1,1,2,1,6,1,1,1,1,1,2,1,6,1,1,1,1,1,1,2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0146247902181731,0.12634859745864302,0.05945816350994965,0.06976744186046512,0.057300407576120836,0.02397506593143131,0.04699112922560537,0.0676096859266363,0.024214816590745626,0.06904818988252218,0.08535123471589547,0.07983696955166626,0.07024694317909375,0.02085830736034524,0.01846080076720211,0.04099736274274754,0.013186286262287222,0.027331575161831694,0.002157755933828818,0.004795013186286262,0.016303044833373293,0.020618556701030927,0.016782546152001917,0.0002397506593143131,0.0014385039558858787,0.001678254615200192,0.0002397506593143131,0,1008,4.137896825396825,25.974358974358974,579.9798609446176
