Author,the,which,my,and,also,of,in,be,ye,shall,lord,said,unto,me,what,thou,for,if,will,it,him,that,may,thee,verily,say,because,shalt,he,till,is,to,but,was,do,more,or,yet,among,than,yea,therefore,make,as,those,who,thy,have,according,your,god,whatsoever,with,an,are,been,by,upon,now,out,when,were,not,they,would,these,all,many,there,no,other,without,ought,from,did,again,should,then,must,such,thus,could,thereunto,whoso,whosoever,seemeth,notwithstanding,whereon,every,them,ever,thereof,hath,therein,into,outward,hast,their,some,whereby,cometh,much,whither,wheresoever,neither,whereunto,wherewith,her,underneath,where,had,wherewithal,once,lest,becometh,shouldst,hence,doeth,didst,thereon,whose,man,whom,each,whence,anything,we,therefrom,became,thence,therewith,like,oft,how,his,our,thyself,let,abundance,thine,throughout,being,himself,wherefore,forth,thereby,inasmuch,one,henceforth,wherein,b_percentage_use,e_percentage_use,h_percentage_use,o_percentage_use,l_percentage_use,d_percentage_use,t_percentage_use,w_percentage_use,u_percentage_use,n_percentage_use,s_percentage_use,i_percentage_use,c_percentage_use,p_percentage_use,r_percentage_use,m_percentage_use,y_percentage_use,a_percentage_use,f_percentage_use,k_percentage_use,g_percentage_use,v_percentage_use,j_percentage_use,x_percentage_use,z_percentage_use,ã_percentage_use,â_percentage_use,q_percentage_use,Total_Word_Count,AVG_Letter_Per_Word,AVG_Word_Per_Verse,Total_Function_Word_Count
Joseph Smith,27,16,15,35,1,23,13,10,5,22,5,4,23,13,4,6,16,6,9,25,4,34,4,5,5,6,3,2,7,1,21,16,5,2,6,1,1,1,1,1,2,7,2,3,3,3,3,15,3,14,5,2,4,1,3,2,4,1,2,3,3,1,13,1,3,2,2,1,1,4,2,1,1,4,3,1,2,2,2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.01528101528101528,0.10437710437710437,0.07407407407407407,0.09013209013209013,0.04092204092204092,0.04144004144004144,0.09712509712509712,0.02072002072002072,0.04040404040404041,0.06034706034706035,0.05775705775705776,0.07277907277907278,0.01761201761201761,0.009842009842009843,0.05387205387205387,0.02615902615902616,0.03470603470603471,0.07018907018907018,0.02097902097902098,0.008547008547008548,0.018648018648018648,0.01320901320901321,0.001554001554001554,0.000259000259000259,0,0,0,0,983,3.927772126144456,25.53846153846154,536.990934990935
