Author,and,now,verily,say,unto,that,it,is,not,should,your,are,for,the,of,if,thou,me,also,to,thine,shalt,my,be,thus,lord,they,in,will,do,with,them,as,seemeth,there,all,therefore,which,shall,have,much,an,was,into,yea,what,ye,but,whatsoever,inasmuch,forth,him,thee,he,let,thy,upon,his,who,been,out,from,their,wherewith,yet,when,make,must,those,were,among,by,these,god,notwithstanding,hath,would,said,without,or,other,could,thereunto,whoso,according,whosoever,more,whereon,did,every,then,ever,thereof,therein,hast,outward,some,whereby,cometh,whither,wheresoever,neither,till,whereunto,her,underneath,may,where,had,ought,wherewithal,many,no,lest,becometh,shouldst,hence,doeth,once,because,thereon,didst,whose,man,whom,each,whence,we,therefrom,became,thence,again,therewith,like,oft,how,our,thyself,abundance,throughout,being,himself,wherefore,such,thereby,anything,one,henceforth,than,wherein,a_percentage_use,n_percentage_use,d_percentage_use,o_percentage_use,w_percentage_use,v_percentage_use,e_percentage_use,r_percentage_use,i_percentage_use,l_percentage_use,y_percentage_use,s_percentage_use,u_percentage_use,t_percentage_use,h_percentage_use,x_percentage_use,p_percentage_use,g_percentage_use,c_percentage_use,f_percentage_use,k_percentage_use,b_percentage_use,z_percentage_use,m_percentage_use,j_percentage_use,â_percentage_use,q_percentage_use,ã_percentage_use,Total_Word_Count,AVG_Letter_Per_Word,AVG_Word_Per_Verse,Total_Function_Word_Count
Joseph Smith,37,2,6,7,27,15,5,7,5,2,8,6,11,35,20,1,6,9,1,17,1,1,13,21,2,6,11,28,11,3,3,8,5,1,2,11,8,2,19,9,1,1,2,1,2,1,5,3,2,2,2,2,2,1,3,1,4,2,4,3,2,1,11,1,1,2,1,1,1,2,1,2,1,2,1,1,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.06795843864083123,0.07638303847233924,0.03819151923616962,0.08171861836562763,0.016568379668632408,0.012917719741645605,0.12412243751755125,0.05054759898904802,0.06655433866891322,0.04998595900028082,0.030609379387812413,0.05560235888795282,0.03566413928671722,0.08986239820275203,0.06599269868014603,0.0011232799775344005,0.016287559674248806,0.014883459702330806,0.019376579612468407,0.02274641954507161,0.004493119910137602,0.012636899747262006,0.0008424599831508003,0.02723953945520921,0.001965739960685201,0.0002808199943836001,0.0005616399887672002,0,864,4.121527777777778,22.384615384615383,472.98511654029767
