Author,and,verily,say,unto,the,of,my,ye,forth,as,your,shall,in,all,their,for,with,lord,will,not,but,have,to,it,now,yet,that,is,whom,he,those,who,from,also,god,by,his,which,may,them,should,neither,be,or,had,where,yea,thus,one,whose,are,man,was,like,they,among,these,therefore,been,an,were,her,wherefore,into,lest,let,then,out,hath,according,must,if,said,many,upon,other,when,could,thereunto,whoso,whosoever,more,seemeth,notwithstanding,shalt,whereon,did,every,ever,thereof,therein,hast,outward,some,whereby,cometh,there,whither,make,much,wheresoever,without,thee,wherewith,till,whereunto,underneath,thou,ought,wherewithal,no,once,becometh,shouldst,hence,me,doeth,didst,because,thereon,each,whence,anything,we,therefrom,became,thence,again,therewith,oft,whatsoever,our,how,thyself,thy,do,thine,abundance,being,throughout,himself,such,what,thereby,him,would,inasmuch,henceforth,than,wherein,a_percentage_use,n_percentage_use,d_percentage_use,v_percentage_use,e_percentage_use,r_percentage_use,i_percentage_use,l_percentage_use,y_percentage_use,s_percentage_use,u_percentage_use,t_percentage_use,o_percentage_use,h_percentage_use,f_percentage_use,m_percentage_use,g_percentage_use,c_percentage_use,p_percentage_use,b_percentage_use,w_percentage_use,k_percentage_use,x_percentage_use,â_percentage_use,z_percentage_use,q_percentage_use,ã_percentage_use,j_percentage_use,Total_Word_Count,AVG_Letter_Per_Word,AVG_Word_Per_Verse,Total_Function_Word_Count
Joseph Smith,55,6,4,11,113,51,7,7,6,8,6,17,20,10,12,6,6,12,12,9,4,7,23,11,2,3,15,11,2,5,2,7,4,5,8,5,5,3,2,4,1,2,14,5,1,2,1,4,1,4,11,1,2,1,5,3,1,6,2,1,1,1,1,1,1,1,2,3,2,1,1,1,1,1,3,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.07735644637053088,0.07107258938244854,0.04008667388949079,0.008884073672806067,0.1256771397616468,0.059154929577464786,0.06132177681473456,0.05027085590465872,0.019068255687973996,0.05568797399783315,0.02145178764897075,0.10400866738894908,0.07648970747562296,0.08255687973997833,0.024702058504875408,0.016251354279523293,0.019934994582881907,0.017118093174431203,0.014517876489707475,0.013434452871072589,0.019068255687973996,0.004983748645720477,0.0004333694474539545,0.0010834236186348862,0.000866738894907909,0.00021668472372697725,0,0,1088,4.241727941176471,28.128205128205128,598.985698808234
