Author,that,inasmuch,as,man,or,among,it,is,not,neither,in,the,of,your,to,him,and,should,be,yea,make,again,are,for,but,an,all,with,verily,say,unto,god,hath,every,thereof,these,also,lord,have,they,me,which,other,who,do,shall,their,them,by,thus,my,thy,thee,according,into,therefore,thou,from,henceforth,forth,let,how,lest,thereby,when,upon,may,many,will,then,cometh,his,those,now,there,could,thereunto,whoso,whosoever,more,seemeth,notwithstanding,shalt,whereon,he,did,ever,must,therein,hast,outward,some,whereby,much,wheresoever,without,till,wherewith,whereunto,her,underneath,where,had,ought,wherewithal,no,once,becometh,shouldst,hence,didst,doeth,was,because,thereon,whose,whom,each,whence,we,therefrom,if,been,became,thence,therewith,were,oft,like,out,whatsoever,our,ye,thyself,abundance,thine,throughout,being,himself,wherefore,such,what,would,said,anything,one,whither,yet,than,wherein,t_percentage_use,h_percentage_use,a_percentage_use,i_percentage_use,n_percentage_use,s_percentage_use,m_percentage_use,u_percentage_use,c_percentage_use,y_percentage_use,d_percentage_use,r_percentage_use,k_percentage_use,e_percentage_use,w_percentage_use,o_percentage_use,g_percentage_use,b_percentage_use,l_percentage_use,f_percentage_use,v_percentage_use,p_percentage_use,j_percentage_use,â_percentage_use,x_percentage_use,q_percentage_use,z_percentage_use,ã_percentage_use,Total_Word_Count,AVG_Letter_Per_Word,AVG_Word_Per_Verse,Total_Function_Word_Count
Joseph Smith,11,1,12,9,6,1,5,9,11,4,25,86,49,11,16,1,72,2,17,3,1,5,9,29,4,1,14,6,7,6,15,3,2,3,2,3,5,4,4,9,1,3,1,3,1,14,7,7,3,1,2,6,2,1,1,1,2,5,1,3,2,1,1,2,3,3,3,1,1,2,1,2,1,2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0843258694616484,0.0688423058599333,0.07622677465459743,0.060505002382086705,0.07979990471653169,0.05979037636969986,0.02262982372558361,0.0281086231538828,0.016912815626488803,0.024773701762744165,0.04525964745116722,0.06074321105288232,0.006908051453072892,0.11624583134826108,0.012863268222963315,0.08480228680323963,0.019056693663649357,0.015959980943306338,0.042401143401619816,0.031919961886612676,0.011672224868985231,0.009051929490233444,0.0009528346831824678,0.0009528346831824678,0.0004764173415912339,0.0004764173415912339,0.0004764173415912339,0,1010,4.156435643564357,25.974358974358974,574.9821343496903
