Author,the,of,man,hath,them,all,thou,than,he,therefore,thy,and,shall,with,thee,for,their,are,they,not,be,what,do,god,ever,again,we,would,your,upon,by,also,which,have,as,that,had,in,out,to,these,whom,been,may,but,is,our,him,forth,from,his,without,it,an,who,now,whose,make,there,many,yet,among,whereby,because,where,should,wherein,then,let,no,much,being,verily,thus,lord,unto,my,me,say,thereof,will,those,her,ye,when,if,or,cometh,henceforth,could,thereunto,whoso,according,whosoever,more,seemeth,notwithstanding,shalt,whereon,did,every,must,into,therein,hast,outward,some,wheresoever,neither,till,wherewith,whereunto,underneath,ought,wherewithal,once,lest,becometh,shouldst,hence,doeth,was,didst,thereon,each,yea,whence,anything,therefrom,became,thence,therewith,were,oft,like,whatsoever,how,thyself,abundance,throughout,thine,himself,wherefore,such,said,thereby,inasmuch,one,whither,other,t_percentage_use,h_percentage_use,e_percentage_use,s_percentage_use,o_percentage_use,n_percentage_use,f_percentage_use,m_percentage_use,a_percentage_use,d_percentage_use,c_percentage_use,b_percentage_use,l_percentage_use,w_percentage_use,r_percentage_use,u_percentage_use,g_percentage_use,y_percentage_use,p_percentage_use,i_percentage_use,k_percentage_use,v_percentage_use,j_percentage_use,z_percentage_use,â_percentage_use,x_percentage_use,q_percentage_use,ã_percentage_use,Total_Word_Count,AVG_Letter_Per_Word,AVG_Word_Per_Verse,Total_Function_Word_Count
Joseph Smith,80,53,3,2,16,19,1,1,4,7,3,80,14,16,1,15,6,15,11,8,19,2,2,3,1,3,10,1,8,6,9,7,15,10,8,23,1,20,3,45,3,2,4,7,3,11,5,6,3,4,5,2,7,5,5,2,1,2,3,2,1,2,1,1,3,3,1,2,7,1,2,1,2,1,1,5,11,1,2,2,4,2,1,5,2,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.09749569871917416,0.07589371057159243,0.11909768686675588,0.05371821831389792,0.07627604664500096,0.0682469891034219,0.027337029248709614,0.02504301280825846,0.08105524756260753,0.039380615561078185,0.017778627413496464,0.014528770789523991,0.04683616899254445,0.022748996367807302,0.055056394570827755,0.024660676734849934,0.017205123303383675,0.024087172624737144,0.018352131523609254,0.06212961192888549,0.005352705027719365,0.010514242018734467,0.0007646721468170522,0.0009558401835213152,0.0011470082202255784,0.0005735041101127892,0.0003823360734085261,0,1256,4.164808917197452,32.46153846153846,701.9866182374307
