Author,and,your,are,not,ye,the,but,have,in,unto,that,will,to,for,shall,be,of,is,my,whose,from,upon,other,who,with,they,god,their,lord,his,him,he,every,man,ever,now,make,an,according,which,wherefore,thus,if,it,should,by,also,inasmuch,as,may,let,all,those,whom,again,verily,say,himself,without,whatsoever,them,whoso,me,do,been,what,or,much,cometh,yet,yea,then,more,notwithstanding,must,thereof,therein,some,neither,thee,wherewith,had,ought,wherewithal,lest,because,thereon,therewith,oft,thine,being,said,henceforth,shalt,whereon,outward,till,many,no,becometh,shouldst,hence,was,each,whence,therefrom,became,out,our,thyself,thereby,one,hath,whereby,therefore,whereunto,her,underneath,doeth,how,thy,abundance,such,would,anything,than,when,could,thereunto,whosoever,seemeth,did,into,hast,these,there,wheresoever,thou,where,once,didst,we,among,thence,were,like,throughout,forth,whither,wherein,a_percentage_use,n_percentage_use,d_percentage_use,y_percentage_use,o_percentage_use,u_percentage_use,r_percentage_use,h_percentage_use,e_percentage_use,t_percentage_use,s_percentage_use,i_percentage_use,f_percentage_use,b_percentage_use,v_percentage_use,p_percentage_use,l_percentage_use,g_percentage_use,w_percentage_use,c_percentage_use,m_percentage_use,k_percentage_use,j_percentage_use,â_percentage_use,z_percentage_use,ã_percentage_use,q_percentage_use,x_percentage_use,Total_Word_Count,AVG_Letter_Per_Word,AVG_Word_Per_Verse,Total_Function_Word_Count
Joseph Smith,65,11,12,13,5,83,3,12,26,19,19,6,23,18,19,20,36,21,16,7,3,3,1,4,5,2,5,6,5,3,9,10,3,1,1,3,2,3,1,16,3,3,2,4,1,4,8,2,13,10,8,3,6,3,2,4,4,1,1,3,2,1,2,1,1,1,1,3,2,1,2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.07953830010493179,0.07345225603357818,0.04449108079748164,0.022875131164742917,0.07681007345225603,0.02224554039874082,0.05603357817418678,0.07261280167890871,0.12025183630640084,0.08646379853095489,0.06044071353620147,0.06778593913955928,0.020566631689401888,0.0161594963273872,0.011962224554039873,0.01762854144805876,0.041133263378803776,0.016789087093389297,0.01888772298006296,0.02329485834207765,0.025183630640083946,0.0035676810073452256,0.0006295907660020986,0.0016789087093389296,0.0006295907660020986,0,0,0,1132,4.209363957597173,29.23076923076923,623.98111227702
