Author,and,in,whatsoever,or,ye,do,not,unto,that,your,me,say,again,of,for,the,have,my,upon,to,them,their,shall,forth,they,be,from,which,all,who,with,lord,hath,his,according,was,by,is,no,one,her,god,he,our,ever,verily,it,every,man,inasmuch,as,should,make,thus,seemeth,let,those,may,thereof,if,among,him,also,therefore,are,without,how,but,an,these,more,notwithstanding,must,therein,some,now,neither,thee,wherewith,had,ought,wherewithal,lest,because,thereon,therewith,oft,thine,being,himself,what,said,henceforth,yet,shalt,whereon,outward,cometh,till,many,becometh,shouldst,hence,each,yea,whence,will,therefrom,became,out,thyself,thereby,whoso,whereby,other,whereunto,underneath,doeth,whose,whom,been,thy,abundance,wherefore,such,would,anything,than,when,could,thereunto,whosoever,did,then,into,hast,there,much,wheresoever,thou,where,once,didst,we,thence,were,like,throughout,whither,wherein,a_percentage_use,n_percentage_use,d_percentage_use,i_percentage_use,w_percentage_use,h_percentage_use,t_percentage_use,s_percentage_use,o_percentage_use,e_percentage_use,v_percentage_use,r_percentage_use,l_percentage_use,g_percentage_use,c_percentage_use,y_percentage_use,k_percentage_use,p_percentage_use,u_percentage_use,j_percentage_use,m_percentage_use,f_percentage_use,b_percentage_use,â_percentage_use,z_percentage_use,x_percentage_use,ã_percentage_use,q_percentage_use,Total_Word_Count,AVG_Letter_Per_Word,AVG_Word_Per_Verse,Total_Function_Word_Count
Joseph Smith,50,13,1,12,1,4,7,15,17,5,6,3,3,20,10,60,5,3,2,20,6,7,14,4,5,14,4,3,6,5,7,8,9,7,1,1,3,9,2,1,4,2,7,1,1,2,8,3,4,1,3,5,2,1,1,6,3,5,1,4,2,4,8,2,2,1,1,1,1,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.07402875497093912,0.06576934842459468,0.041602936677883146,0.059651269501376565,0.013765677577240747,0.08137044967880086,0.10278372591006424,0.05414499847048027,0.0838176812480881,0.12113796267971857,0.010706638115631691,0.052309574793514835,0.044967880085653104,0.020495564392780666,0.020801468338941573,0.021719180177424288,0.005200367084735393,0.014683389415723462,0.026307739369837872,0.0021413276231263384,0.021719180177424288,0.021413276231263382,0.01621290914652799,0.000611807892321811,0.0015295197308045274,0.0003059039461609055,0,0,792,4.127525252525253,20.384615384615383,461.97919853166104
