Author,and,if,thou,do,have,thee,for,shalt,the,of,my,which,forth,in,these,to,are,it,shall,that,upon,will,be,with,thy,may,verily,say,unto,not,into,but,inasmuch,as,such,is,among,their,from,thence,all,me,much,wherefore,your,they,god,or,no,man,he,again,many,ye,was,would,him,seemeth,lord,whom,by,how,when,doeth,out,should,them,his,because,like,there,who,according,more,notwithstanding,must,thereof,therein,some,now,neither,without,wherewith,had,ought,wherewithal,lest,thereon,therewith,oft,an,thine,being,himself,what,said,henceforth,yet,thus,whereon,those,outward,cometh,till,becometh,shouldst,hence,each,yea,whence,therefrom,became,whatsoever,our,thyself,let,thereby,one,whoso,every,also,hath,whereby,therefore,other,whereunto,her,underneath,whose,been,abundance,anything,than,make,could,thereunto,whosoever,did,then,ever,hast,wheresoever,where,once,didst,we,were,throughout,whither,wherein,a_percentage_use,n_percentage_use,d_percentage_use,i_percentage_use,f_percentage_use,t_percentage_use,h_percentage_use,o_percentage_use,u_percentage_use,s_percentage_use,v_percentage_use,e_percentage_use,p_percentage_use,r_percentage_use,g_percentage_use,w_percentage_use,k_percentage_use,l_percentage_use,c_percentage_use,m_percentage_use,y_percentage_use,b_percentage_use,z_percentage_use,j_percentage_use,q_percentage_use,ã_percentage_use,â_percentage_use,x_percentage_use,Total_Word_Count,AVG_Letter_Per_Word,AVG_Word_Per_Verse,Total_Function_Word_Count
Joseph Smith,47,1,6,3,11,4,9,2,50,25,34,5,8,16,3,25,5,14,19,22,7,5,13,11,1,3,5,3,9,8,3,4,4,10,1,12,2,1,2,1,6,13,1,4,6,5,3,3,2,1,11,4,1,13,1,1,5,2,1,3,2,2,1,2,1,4,3,3,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.07974258533855624,0.062395075545607165,0.039451594851706774,0.060996082820369335,0.019585898153329603,0.08869613878007834,0.08142137660884163,0.07498601007274762,0.025461667599328483,0.052322327923894796,0.01594851706771125,0.12534974818130945,0.014549524342473419,0.048405148293228874,0.019585898153329603,0.01706771124790151,0.005595970900951315,0.045047565752658086,0.02434247341913822,0.036653609401231114,0.02965864577504197,0.015388919977616116,0.0008393956351426973,0.002518186905428092,0.0005595970900951316,0,0,0,918,3.893246187363834,23.846153846153847,522.9865696698378
