Author,and,are,not,according,to,the,by,of,be,it,is,her,unto,my,must,they,if,which,those,who,for,all,but,many,will,say,where,their,god,he,them,in,we,our,therefore,me,that,should,may,more,have,with,from,out,upon,inasmuch,as,do,said,your,forth,hence,shall,there,an,thus,now,verily,let,him,whatsoever,neither,much,one,did,whom,these,his,been,again,also,make,notwithstanding,thereof,therein,some,without,thee,wherewith,had,ought,wherewithal,lest,because,thereon,therewith,oft,thine,being,himself,what,henceforth,yet,shalt,whereon,outward,cometh,till,no,becometh,shouldst,was,man,each,yea,whence,therefrom,became,ye,thyself,thereby,whoso,every,hath,whereby,other,whereunto,underneath,doeth,whose,how,thy,lord,abundance,wherefore,such,would,anything,than,when,could,thereunto,whosoever,seemeth,then,ever,into,hast,wheresoever,thou,once,didst,among,or,thence,were,like,throughout,whither,wherein,a_percentage_use,n_percentage_use,d_percentage_use,r_percentage_use,e_percentage_use,o_percentage_use,t_percentage_use,u_percentage_use,i_percentage_use,c_percentage_use,g_percentage_use,h_percentage_use,q_percentage_use,b_percentage_use,y_percentage_use,l_percentage_use,w_percentage_use,f_percentage_use,s_percentage_use,k_percentage_use,m_percentage_use,z_percentage_use,p_percentage_use,v_percentage_use,â_percentage_use,x_percentage_use,j_percentage_use,ã_percentage_use,Total_Word_Count,AVG_Letter_Per_Word,AVG_Word_Per_Verse,Total_Function_Word_Count
Joseph Smith,60,13,15,4,23,58,4,46,25,11,10,5,23,27,2,15,2,11,7,7,20,8,7,4,12,6,1,13,2,2,11,24,1,3,4,10,24,7,8,2,23,4,3,1,3,4,12,1,1,2,1,1,9,2,2,1,2,2,8,1,1,1,1,1,1,1,2,1,1,1,1,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.07379185883296571,0.07519550832163625,0.03870062161620213,0.05113294565871265,0.12713053940244637,0.07499498696611188,0.09083617405253659,0.02987768197313014,0.064567876478845,0.02526569079606978,0.016442751152997793,0.06677361138961299,0.0008020854220974534,0.01443753759775416,0.0240625626629236,0.040906356526970125,0.016442751152997793,0.026669340284740325,0.05113294565871265,0.0040104271104872665,0.032684980950471225,0.0016041708441949067,0.01925005013033888,0.011229195909364347,0.00060156406657309,0.0014036494886705434,0.0022057349107679966,0,1188,4.197811447811448,30.53846153846154,634.9821535993583
