Author,have,unto,no,man,his,but,may,be,the,in,and,verily,say,let,my,again,to,of,which,is,for,those,who,shall,or,they,also,if,their,lord,your,god,him,that,yet,are,all,them,one,other,from,he,will,it,said,thereof,should,these,ye,when,what,thus,by,do,upon,therein,as,more,me,therefore,henceforth,were,inasmuch,without,not,would,with,whom,out,then,been,was,some,like,hath,there,whatsoever,many,had,could,thereunto,whoso,according,whosoever,seemeth,notwithstanding,shalt,whereon,did,every,ever,must,into,hast,outward,whereby,now,cometh,much,make,wheresoever,neither,thee,wherewith,till,whereunto,her,underneath,thou,where,ought,wherewithal,once,lest,becometh,shouldst,hence,doeth,didst,because,thereon,whose,each,yea,whence,we,among,therefrom,became,thence,therewith,oft,how,our,thy,an,thyself,abundance,thine,throughout,being,himself,wherefore,such,forth,thereby,anything,whither,than,wherein,n_percentage_use,a_percentage_use,m_percentage_use,e_percentage_use,l_percentage_use,y_percentage_use,s_percentage_use,u_percentage_use,b_percentage_use,t_percentage_use,h_percentage_use,r_percentage_use,â_percentage_use,g_percentage_use,w_percentage_use,o_percentage_use,d_percentage_use,i_percentage_use,c_percentage_use,v_percentage_use,k_percentage_use,f_percentage_use,p_percentage_use,j_percentage_use,q_percentage_use,z_percentage_use,x_percentage_use,ã_percentage_use,Total_Word_Count,AVG_Letter_Per_Word,AVG_Word_Per_Verse,Total_Function_Word_Count
Joseph Smith,12,26,3,2,8,4,13,21,85,32,70,5,6,12,29,10,34,48,10,17,28,5,4,5,9,12,3,5,7,17,17,8,3,15,1,5,20,7,2,2,7,3,9,11,1,1,2,3,2,3,3,4,3,1,3,1,11,1,10,2,2,2,2,1,2,1,3,1,3,1,1,1,1,1,1,2,2,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.06531454107940873,0.07648676521141286,0.030594706084565142,0.11945685802681334,0.04107940873152286,0.026813337916809902,0.061189412169130285,0.03248539016844276,0.012719147473358542,0.08473702303196975,0.061876933654176694,0.0623925747679615,0.0015469233413544173,0.015125472671020969,0.013406668958404951,0.08336198006187694,0.041595049845307666,0.06737710553454795,0.020797524922653833,0.013750429700928154,0.00446888965280165,0.023547610862839463,0.018047438982468203,0.002062564455139223,0.0018906840838776211,0.0005156411137848057,0.00034376074252320387,0,1383,4.206796818510484,35.69230769230769,732.982983843245
