Author,and,let,the,be,of,from,that,forth,my,to,unto,in,one,them,thus,it,shall,thereof,there,not,anything,is,verily,say,neither,more,for,but,according,which,will,if,their,do,his,then,again,should,by,also,other,as,they,with,him,have,lord,because,said,he,where,or,upon,therefore,all,me,what,out,whatsoever,your,make,abundance,many,had,ever,when,than,no,man,god,those,who,are,an,henceforth,notwithstanding,must,therein,some,now,without,thee,wherewith,ought,wherewithal,lest,thereon,therewith,oft,thine,being,himself,inasmuch,yet,shalt,whereon,outward,cometh,till,becometh,shouldst,hence,was,each,yea,whence,therefrom,became,our,ye,thyself,thereby,whoso,every,hath,whereby,whereunto,her,underneath,doeth,whose,whom,been,how,thy,wherefore,such,would,could,thereunto,whosoever,seemeth,did,into,hast,these,much,wheresoever,thou,once,may,didst,we,among,thence,were,like,throughout,whither,wherein,a_percentage_use,n_percentage_use,d_percentage_use,l_percentage_use,e_percentage_use,t_percentage_use,h_percentage_use,b_percentage_use,g_percentage_use,i_percentage_use,m_percentage_use,o_percentage_use,f_percentage_use,u_percentage_use,r_percentage_use,y_percentage_use,j_percentage_use,x_percentage_use,p_percentage_use,s_percentage_use,c_percentage_use,v_percentage_use,w_percentage_use,k_percentage_use,â_percentage_use,z_percentage_use,ã_percentage_use,q_percentage_use,Total_Word_Count,AVG_Letter_Per_Word,AVG_Word_Per_Verse,Total_Function_Word_Count
Joseph Smith,42,26,76,22,39,9,10,4,32,16,23,16,1,10,3,11,14,2,2,13,1,7,6,5,2,3,14,5,3,4,9,4,9,3,6,1,5,3,3,4,1,2,3,3,9,3,21,1,1,5,2,2,1,6,7,4,1,1,1,1,1,1,1,1,2,1,1,1,1,1,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0708502024291498,0.06933198380566802,0.039979757085020245,0.05465587044534413,0.12651821862348178,0.09564777327935223,0.06831983805668017,0.016700404858299597,0.010374493927125507,0.0673076923076923,0.0354251012145749,0.07540485829959515,0.0270748987854251,0.02277327935222672,0.05566801619433198,0.02353238866396761,0.0012651821862348178,0.00025303643724696357,0.019483805668016194,0.0513663967611336,0.014423076923076924,0.01138663967611336,0.01138663967611336,0.0037955465587044533,0.0005060728744939271,0.0010121457489878543,0,0,972,4.065843621399177,25.307692307692307,559.9744433198381
