Author,but,have,to,your,in,and,verily,say,unto,my,not,according,the,that,one,hath,as,yet,is,of,now,will,be,shall,for,there,are,many,some,he,his,therefore,thy,or,other,ye,an,with,their,must,lord,more,out,what,all,lest,also,they,let,make,him,by,it,them,inasmuch,should,god,man,again,which,me,thereof,from,if,into,whatsoever,may,do,these,no,thus,whom,wherefore,notwithstanding,therein,without,neither,thee,wherewith,had,ought,wherewithal,because,thereon,therewith,oft,thine,being,himself,who,upon,said,henceforth,shalt,whereon,those,outward,cometh,till,becometh,shouldst,hence,was,each,yea,whence,therefrom,became,our,thyself,thereby,whoso,every,whereby,whereunto,her,underneath,doeth,whose,been,how,abundance,such,would,anything,than,when,could,thereunto,whosoever,seemeth,did,then,ever,hast,much,wheresoever,thou,where,once,didst,we,among,thence,were,like,throughout,forth,whither,wherein,b_percentage_use,u_percentage_use,t_percentage_use,i_percentage_use,h_percentage_use,a_percentage_use,v_percentage_use,e_percentage_use,c_percentage_use,o_percentage_use,m_percentage_use,n_percentage_use,d_percentage_use,y_percentage_use,r_percentage_use,g_percentage_use,p_percentage_use,l_percentage_use,s_percentage_use,f_percentage_use,k_percentage_use,â_percentage_use,w_percentage_use,j_percentage_use,z_percentage_use,x_percentage_use,ã_percentage_use,q_percentage_use,Total_Word_Count,AVG_Letter_Per_Word,AVG_Word_Per_Verse,Total_Function_Word_Count
Joseph Smith,3,10,19,9,22,61,9,11,30,23,9,8,60,11,4,3,4,1,2,32,4,4,27,28,15,7,6,1,2,1,4,1,1,3,1,5,1,3,6,4,7,3,5,1,7,1,4,3,3,2,2,3,11,3,1,1,2,1,2,5,3,6,2,1,2,2,2,1,1,1,1,2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.012130033964095099,0.033478893740902474,0.08903444929645803,0.06525958272683163,0.06283357593401262,0.07278020378457059,0.014313440077632217,0.10819990295972828,0.026443474041727318,0.08321203299369238,0.026928675400291122,0.08224163027656478,0.04391072295002426,0.033478893740902474,0.05604075691411936,0.017467248908296942,0.010917030567685589,0.042212518195050945,0.047064531780688985,0.022561863173216887,0.006550218340611353,0.002183406113537118,0.013100436681222707,0.0019408054342552159,0.00048520135856380397,0.00048520135856380397,0,0,997,4.1344032096288865,25.94871794871795,547.9752547307132
