Author,ought,ye,not,to,have,as,had,the,and,upon,also,for,my,lest,should,would,he,was,yet,then,could,from,thereof,of,lord,said,unto,one,his,all,which,are,they,that,among,who,those,whom,it,is,with,therefore,their,inasmuch,me,by,may,when,shall,these,be,will,do,whatsoever,in,did,him,many,were,again,verily,say,them,must,according,every,man,let,your,but,or,now,if,there,yea,an,abundance,her,no,more,been,what,god,neither,himself,because,thus,forth,out,where,thereunto,whoso,whosoever,seemeth,notwithstanding,shalt,whereon,ever,hath,into,therein,hast,outward,some,whereby,cometh,much,whither,make,wheresoever,without,thee,wherewith,till,whereunto,underneath,thou,other,wherewithal,once,becometh,shouldst,hence,didst,doeth,thereon,whose,each,whence,we,therefrom,became,thence,therewith,like,oft,how,our,thy,thyself,throughout,thine,being,wherefore,such,thereby,anything,henceforth,than,wherein,o_percentage_use,u_percentage_use,g_percentage_use,h_percentage_use,t_percentage_use,y_percentage_use,e_percentage_use,n_percentage_use,a_percentage_use,v_percentage_use,d_percentage_use,s_percentage_use,i_percentage_use,c_percentage_use,m_percentage_use,â_percentage_use,p_percentage_use,l_percentage_use,r_percentage_use,b_percentage_use,w_percentage_use,f_percentage_use,k_percentage_use,q_percentage_use,z_percentage_use,j_percentage_use,x_percentage_use,ã_percentage_use,Total_Word_Count,AVG_Letter_Per_Word,AVG_Word_Per_Verse,Total_Function_Word_Count
Joseph Smith,2,6,12,24,16,6,1,76,70,7,2,12,20,2,4,2,5,3,2,2,1,2,1,36,4,5,19,2,12,15,11,7,10,13,2,4,4,2,4,6,5,4,8,2,5,8,9,4,7,4,22,9,1,2,29,1,3,1,2,2,2,3,11,2,5,3,6,8,1,3,1,3,4,4,1,1,1,3,1,1,1,1,2,1,1,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0665044606650446,0.029197080291970802,0.020884022708840228,0.07319545823195459,0.08860502838605028,0.025547445255474453,0.12773722627737227,0.08069748580697486,0.07948094079480941,0.012773722627737226,0.046228710462287104,0.04805352798053528,0.062449310624493104,0.021492295214922953,0.02899432278994323,0.001419302514193025,0.014193025141930252,0.036901865369018655,0.05170316301703163,0.014395782643957826,0.021897810218978103,0.020478507704785077,0.0032441200324412004,0.00020275750202757503,0.001013787510137875,0.0016220600162206002,0.00020275750202757503,0,1171,4.211784799316823,30.384615384615383,637.9791159772911
