Author,thus,the,lord,and,he,who,was,for,of,verily,say,unto,my,shall,in,whereunto,have,if,your,to,their,let,them,all,me,as,which,they,been,it,him,by,whom,cometh,had,that,but,are,wherefore,now,lest,upon,will,be,into,ye,like,again,is,with,yea,thou,hast,do,an,then,shalt,god,also,may,his,not,seemeth,many,must,there,no,out,these,those,according,because,more,notwithstanding,thereof,therein,some,neither,without,thee,wherewith,ought,wherewithal,thereon,therewith,oft,thine,being,himself,what,said,inasmuch,henceforth,yet,whereon,outward,till,becometh,shouldst,hence,man,each,whence,therefrom,became,whatsoever,our,thyself,thereby,one,whoso,every,hath,whereby,therefore,other,her,underneath,doeth,whose,from,how,thy,abundance,such,would,anything,than,make,when,could,thereunto,whosoever,did,ever,much,wheresoever,where,once,didst,we,among,or,thence,were,throughout,forth,should,whither,wherein,b_percentage_use,e_percentage_use,h_percentage_use,o_percentage_use,l_percentage_use,d_percentage_use,t_percentage_use,u_percentage_use,s_percentage_use,a_percentage_use,i_percentage_use,r_percentage_use,v_percentage_use,n_percentage_use,p_percentage_use,m_percentage_use,g_percentage_use,w_percentage_use,c_percentage_use,f_percentage_use,â_percentage_use,y_percentage_use,k_percentage_use,j_percentage_use,q_percentage_use,z_percentage_use,ã_percentage_use,x_percentage_use,Total_Word_Count,AVG_Letter_Per_Word,AVG_Word_Per_Verse,Total_Function_Word_Count
Joseph Smith,4,58,10,59,11,4,3,13,32,4,4,17,20,24,13,1,11,5,12,23,5,3,3,2,11,7,11,9,4,4,6,6,3,1,2,11,2,5,4,1,1,5,7,16,1,2,1,7,4,6,1,3,1,7,2,1,1,3,3,4,5,5,1,2,2,1,1,1,1,1,2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.01667508842849924,0.12177867609903992,0.07150075795856493,0.08185952501263265,0.04446690247599798,0.04421424962102072,0.07680646791308741,0.027791814047498736,0.05533097524002021,0.07857503789792825,0.06139464375947448,0.048004042445679636,0.015411824153612936,0.07806973218797372,0.015664477008590198,0.03233956543708944,0.012632642748863061,0.018443658413340072,0.020717534108135423,0.02223345123799899,0.0012632642748863063,0.030065689742294087,0.007074279939363315,0.00404244567963618,0.0005053057099545225,0.0007579585649317837,0,0,974,4.063655030800821,25.28205128205128,527.9876200101061
