Author,are,whereby,from,the,may,be,there,of,in,who,and,for,said,me,hath,not,as,ye,have,they,but,when,he,god,him,your,to,with,if,an,will,do,his,man,that,is,because,it,anything,therefore,these,shall,we,like,which,among,now,according,no,those,or,where,all,their,lord,unto,thereon,then,each,one,into,whereon,much,was,once,my,thou,shalt,let,more,thus,without,being,some,should,than,upon,by,also,were,could,thereunto,whoso,whosoever,seemeth,notwithstanding,did,every,them,must,verily,thereof,ever,therein,hast,outward,cometh,whither,make,wheresoever,neither,thee,wherewith,till,whereunto,her,underneath,other,had,ought,wherewithal,many,lest,becometh,shouldst,hence,doeth,didst,whose,whom,yea,whence,therefrom,been,became,say,thence,again,therewith,oft,out,whatsoever,our,how,thyself,thy,abundance,thine,throughout,himself,wherefore,such,forth,what,would,thereby,inasmuch,henceforth,yet,wherein,k_percentage_use,e_percentage_use,y_percentage_use,s_percentage_use,a_percentage_use,r_percentage_use,g_percentage_use,i_percentage_use,v_percentage_use,n_percentage_use,w_percentage_use,h_percentage_use,b_percentage_use,m_percentage_use,f_percentage_use,o_percentage_use,d_percentage_use,t_percentage_use,l_percentage_use,u_percentage_use,c_percentage_use,p_percentage_use,â_percentage_use,j_percentage_use,q_percentage_use,x_percentage_use,z_percentage_use,ã_percentage_use,Total_Word_Count,AVG_Letter_Per_Word,AVG_Word_Per_Verse,Total_Function_Word_Count
Joseph Smith,9,4,4,52,6,12,4,30,16,8,32,5,1,4,1,12,5,1,3,3,8,5,13,6,8,1,23,5,5,4,20,4,6,9,9,16,1,12,1,2,1,3,5,4,7,2,1,1,3,3,4,2,4,1,2,2,1,1,2,1,1,1,2,3,1,1,3,1,1,2,2,1,1,1,1,2,3,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.006289308176100629,0.13152857533497403,0.01804757998359311,0.05851791085589281,0.07273721629751162,0.049767569045665844,0.02132895816242822,0.07519824993163796,0.009297238173366147,0.07273721629751162,0.02543068088597211,0.06863549357396773,0.01613344271260596,0.028165162701668033,0.02269619907027618,0.07301066447908121,0.03500136724090785,0.0806672135630298,0.04484550177741318,0.019688269073010665,0.020782061799289035,0.01285206453377085,0.0030079299972655183,0.0021875854525567405,0.0008203445447087777,0.0005468963631391851,0,0,898,4.072383073496659,23.333333333333332,451.96992070002733
