Author,ye,and,your,from,that,the,of,lord,his,will,yea,verily,say,him,whose,is,who,to,them,whom,he,in,when,my,it,shall,be,wherefore,let,their,for,upon,as,all,god,but,not,unto,there,are,those,among,have,been,such,cometh,by,they,without,no,man,with,many,were,some,lest,said,her,or,if,whosoever,which,now,because,these,doeth,an,according,was,yet,would,make,should,may,into,every,also,thus,could,thereunto,whoso,more,seemeth,notwithstanding,shalt,whereon,did,then,ever,must,thereof,hath,therein,hast,outward,whereby,much,therefore,whither,wheresoever,neither,thee,wherewith,till,whereunto,underneath,thou,where,other,had,ought,wherewithal,once,becometh,shouldst,hence,me,didst,thereon,each,whence,anything,we,therefrom,became,thence,again,therewith,like,oft,out,whatsoever,our,how,thyself,thy,do,thine,abundance,being,throughout,himself,forth,what,thereby,inasmuch,one,henceforth,than,wherein,h_percentage_use,e_percentage_use,a_percentage_use,r_percentage_use,k_percentage_use,n_percentage_use,o_percentage_use,y_percentage_use,p_percentage_use,l_percentage_use,d_percentage_use,u_percentage_use,t_percentage_use,s_percentage_use,g_percentage_use,i_percentage_use,v_percentage_use,f_percentage_use,m_percentage_use,c_percentage_use,w_percentage_use,b_percentage_use,j_percentage_use,z_percentage_use,â_percentage_use,ã_percentage_use,q_percentage_use,x_percentage_use,Total_Word_Count,AVG_Letter_Per_Word,AVG_Word_Per_Verse,Total_Function_Word_Count
Joseph Smith,4,61,3,8,23,71,26,13,5,14,3,6,7,3,1,8,5,12,7,4,8,13,3,12,4,26,10,7,4,7,7,11,6,3,5,9,17,18,6,8,3,4,15,1,3,1,14,5,1,2,3,7,2,1,1,2,3,1,2,3,1,6,3,1,2,1,2,1,1,2,1,2,5,3,1,2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.07786004299020778,0.1249104370671125,0.07857654645330786,0.04991640792930499,0.006926200143300693,0.07188918079770719,0.07427752567470743,0.02651062813470265,0.01170288989730117,0.053260090757105326,0.043467876761404345,0.027943635060902795,0.08574158108430857,0.0539765942202054,0.015524241700501552,0.056126104609505616,0.013135896823501313,0.0219727728684022,0.025555290183902554,0.01791258657750179,0.024122283257702413,0.017196083114401718,0.0004776689754000478,0.0009553379508000956,0.0002388344877000239,0.0004776689754000478,0.0002388344877000239,0,1009,4.149653121902874,26.025641025641026,577.980893240984
