Author,to,the,of,and,all,in,for,have,must,her,be,yea,verily,say,unto,therefore,that,ye,by,it,shall,according,lord,is,also,me,your,are,or,other,every,man,his,inasmuch,as,god,may,upon,an,into,with,not,my,now,make,they,will,yet,if,from,thus,those,who,their,wherewith,them,he,which,whom,was,till,more,notwithstanding,thereof,therein,some,neither,without,thee,had,ought,wherewithal,lest,because,thereon,therewith,oft,thine,being,himself,what,said,henceforth,shalt,whereon,outward,cometh,many,no,becometh,shouldst,but,hence,each,whence,therefrom,became,out,whatsoever,our,thyself,let,do,thereby,one,whoso,hath,whereby,whereunto,underneath,doeth,whose,been,again,how,thy,abundance,wherefore,such,him,would,anything,than,when,could,thereunto,whosoever,seemeth,did,then,ever,hast,these,there,much,wheresoever,thou,where,once,didst,we,among,thence,were,like,throughout,forth,should,whither,wherein,t_percentage_use,o_percentage_use,m_percentage_use,a_percentage_use,n_percentage_use,g_percentage_use,e_percentage_use,h_percentage_use,f_percentage_use,i_percentage_use,r_percentage_use,s_percentage_use,p_percentage_use,d_percentage_use,l_percentage_use,b_percentage_use,c_percentage_use,z_percentage_use,k_percentage_use,v_percentage_use,w_percentage_use,u_percentage_use,y_percentage_use,q_percentage_use,j_percentage_use,â_percentage_use,x_percentage_use,ã_percentage_use,Total_Word_Count,AVG_Letter_Per_Word,AVG_Word_Per_Verse,Total_Function_Word_Count
Joseph Smith,19,79,47,40,5,15,15,10,4,3,18,3,5,2,8,1,6,1,6,8,17,5,8,6,3,2,4,7,3,3,4,4,13,2,5,3,3,7,4,1,7,8,2,1,1,9,2,2,4,2,1,1,3,10,1,1,2,8,1,2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.08568269762299613,0.07600884466556108,0.01990049751243781,0.07407407407407407,0.07435046987285793,0.016030956329463792,0.11802100608070758,0.08070757324488667,0.025981205085682697,0.06633499170812604,0.05583195135433942,0.06135986733001658,0.013266998341625208,0.042841348811498065,0.04228855721393035,0.014925373134328358,0.025152017689331122,0.001658374792703151,0.0030403537866224434,0.013543394140409067,0.014372581536760642,0.02902155887230514,0.01990049751243781,0.000552791597567717,0.0035931453841901604,0.0013819789939192924,0.0002763957987838585,0,856,4.2266355140186915,22.307692307692307,468.9800995024876
