Author,and,ye,shall,it,be,unto,say,that,as,my,have,the,of,which,me,now,who,said,lord,god,these,should,into,with,not,them,to,those,whom,no,is,upon,other,in,for,will,verily,if,they,forth,would,were,all,but,your,are,yea,from,may,among,out,an,whosoever,must,yet,their,also,thereof,by,hath,been,more,wherewith,do,again,man,him,he,himself,his,then,such,thee,when,thou,hast,shalt,because,there,many,thy,whereby,thus,could,thereunto,whoso,according,seemeth,notwithstanding,whereon,did,every,ever,therein,outward,some,cometh,therefore,whither,make,much,wheresoever,neither,without,till,whereunto,her,underneath,where,had,ought,wherewithal,once,lest,becometh,shouldst,hence,doeth,was,didst,thereon,whose,each,whence,anything,we,therefrom,became,or,thence,therewith,like,oft,whatsoever,our,how,thyself,let,abundance,thine,throughout,being,wherefore,what,thereby,inasmuch,one,henceforth,than,wherein,a_percentage_use,s_percentage_use,k_percentage_use,n_percentage_use,d_percentage_use,y_percentage_use,e_percentage_use,h_percentage_use,l_percentage_use,r_percentage_use,c_percentage_use,i_percentage_use,v_percentage_use,o_percentage_use,t_percentage_use,b_percentage_use,p_percentage_use,u_percentage_use,m_percentage_use,w_percentage_use,j_percentage_use,g_percentage_use,f_percentage_use,â_percentage_use,x_percentage_use,z_percentage_use,ã_percentage_use,q_percentage_use,Total_Word_Count,AVG_Letter_Per_Word,AVG_Word_Per_Verse,Total_Function_Word_Count
Joseph Smith,64,2,22,7,12,34,12,25,8,27,26,49,33,11,14,5,1,2,3,3,10,6,2,7,9,11,15,2,3,9,6,1,2,11,12,17,2,13,13,6,1,1,1,3,1,9,3,4,2,2,2,1,1,1,2,2,2,1,3,2,3,7,1,3,3,2,6,17,5,1,3,1,8,1,8,1,3,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.07382828701783492,0.0578598092077976,0.003940273745333886,0.07486520116134385,0.03919535462463708,0.028826213189547905,0.11800082953131481,0.080464537536292,0.03712152633761925,0.042098714226462046,0.015761094981335544,0.06698465367067606,0.01493156366652841,0.07714641227706345,0.0968477810037329,0.01306511820821236,0.01182082123600166,0.030070510161758605,0.03380340107839071,0.02073828287017835,0.0026959767731231854,0.015761094981335544,0.023226876814599753,0.001244296972210701,0.0014516798009124845,0,0,0,1186,4.065767284991568,30.615384615384617,639.9817503110743
