Author,the,lord,have,it,and,that,forth,from,yea,of,for,my,unto,him,his,in,but,if,he,not,which,are,let,lest,is,shall,be,again,whoso,to,like,as,was,god,by,according,verily,say,no,man,will,or,other,upon,hath,wherefore,whose,all,ye,them,now,those,whom,also,their,they,me,should,do,many,much,wherein,inasmuch,doeth,anything,with,who,then,such,an,every,cometh,there,may,seemeth,more,yet,thus,when,could,thereunto,whosoever,notwithstanding,shalt,whereon,did,ever,must,thereof,your,therein,into,outward,hast,these,some,whereby,therefore,whither,wheresoever,neither,without,thee,wherewith,till,whereunto,her,underneath,thou,where,had,ought,wherewithal,once,becometh,shouldst,hence,didst,because,thereon,each,whence,we,among,therefrom,been,became,thence,therewith,were,oft,out,whatsoever,our,how,thyself,thy,abundance,thine,throughout,being,himself,what,would,said,thereby,one,henceforth,than,make,b_percentage_use,e_percentage_use,h_percentage_use,o_percentage_use,l_percentage_use,d_percentage_use,i_percentage_use,t_percentage_use,r_percentage_use,a_percentage_use,v_percentage_use,s_percentage_use,p_percentage_use,k_percentage_use,n_percentage_use,m_percentage_use,y_percentage_use,g_percentage_use,f_percentage_use,z_percentage_use,u_percentage_use,c_percentage_use,â_percentage_use,w_percentage_use,j_percentage_use,x_percentage_use,ã_percentage_use,q_percentage_use,Total_Word_Count,AVG_Letter_Per_Word,AVG_Word_Per_Verse,Total_Function_Word_Count
Joseph Smith,75,7,9,11,48,18,2,5,2,41,17,11,14,13,18,23,4,2,19,16,4,6,12,1,18,11,12,1,1,21,1,9,1,5,7,3,3,4,5,5,6,2,2,2,2,4,1,4,3,12,3,1,2,6,7,8,3,4,3,2,1,1,2,1,1,4,4,1,1,3,1,1,2,2,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.013125911521633447,0.12639766650461837,0.0850753524550316,0.07267865824015557,0.042294603791929994,0.04350996596985902,0.07073407875546912,0.09261059795819154,0.049586776859504134,0.06854642683519689,0.010452114730189596,0.061011181332036944,0.01652892561983471,0.005104521147301896,0.07243558580456977,0.030140982012639768,0.01652892561983471,0.014827418570734078,0.023091881380651436,0.0007292173067574137,0.021147301895964997,0.02236266407389402,0.0007292173067574137,0.016285853184248907,0.0014584346135148275,0.0009722897423432182,0,0,1018,4.041257367387034,26.28205128205128,590.9783665532328
