Author,and,your,in,have,been,because,of,the,which,upon,all,they,shall,them,not,to,say,but,do,according,that,may,forth,for,their,there,be,out,my,verily,unto,who,now,are,ye,inasmuch,as,these,will,with,those,therefore,into,whatsoever,from,every,said,whom,hath,me,again,is,by,many,if,man,it,neither,where,must,henceforth,when,was,or,his,no,what,wherewithal,how,like,one,let,among,god,whoso,also,he,doeth,him,thus,could,thereunto,whosoever,more,seemeth,notwithstanding,shalt,whereon,did,then,ever,thereof,therein,hast,outward,some,whereby,cometh,much,make,wheresoever,without,thee,wherewith,till,whereunto,her,underneath,thou,other,had,ought,once,lest,becometh,shouldst,hence,didst,thereon,whose,each,yea,whence,we,therefrom,became,thence,therewith,were,oft,our,thy,an,thyself,abundance,thine,throughout,being,lord,himself,wherefore,such,should,would,thereby,anything,whither,yet,than,wherein,a_percentage_use,n_percentage_use,d_percentage_use,y_percentage_use,o_percentage_use,u_percentage_use,r_percentage_use,m_percentage_use,i_percentage_use,s_percentage_use,t_percentage_use,e_percentage_use,p_percentage_use,h_percentage_use,v_percentage_use,b_percentage_use,k_percentage_use,c_percentage_use,f_percentage_use,l_percentage_use,g_percentage_use,â_percentage_use,w_percentage_use,z_percentage_use,j_percentage_use,x_percentage_use,ã_percentage_use,q_percentage_use,Total_Word_Count,AVG_Letter_Per_Word,AVG_Word_Per_Verse,Total_Function_Word_Count
Joseph Smith,47,15,27,10,2,2,31,51,7,3,12,17,30,11,20,18,9,4,3,1,18,4,2,21,7,2,11,4,18,6,24,7,1,11,13,1,4,7,5,3,2,5,3,1,5,3,2,2,1,2,3,10,3,1,1,5,6,7,1,1,1,1,1,7,3,2,3,1,1,1,1,2,1,1,2,1,3,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.06701738334858189,0.0727355901189387,0.03545288197621226,0.035910338517840805,0.08760292772186642,0.032479414455626715,0.05809698078682525,0.030420860018298263,0.06335773101555352,0.04734675205855444,0.08897529734675205,0.11756633119853614,0.011665141811527904,0.07227813357731015,0.014867337602927721,0.012351326623970723,0.0052607502287282705,0.016925892040256175,0.024702653247941447,0.04414455626715462,0.01578225068618481,0.0018298261665141812,0.01715462031107045,0.0011436413540713633,0.0006861848124428179,0.00022872827081427266,0,0,1067,4.09746954076851,27.384615384615383,587.9759835315645
