Author,or,in,other,the,of,from,and,upon,by,wherefore,is,not,unto,it,for,all,must,be,he,that,may,them,also,to,do,as,shall,him,according,his,whom,will,among,who,but,been,thus,where,are,have,inasmuch,there,they,without,these,which,again,verily,say,had,no,more,lord,god,their,an,with,one,those,into,like,yea,should,out,if,neither,notwithstanding,now,let,every,man,himself,my,your,because,when,could,thereunto,whoso,whosoever,seemeth,shalt,whereon,did,then,ever,thereof,hath,therein,hast,outward,some,whereby,cometh,therefore,whither,make,much,wheresoever,thee,till,wherewith,whereunto,her,underneath,thou,many,ought,wherewithal,once,lest,becometh,shouldst,me,hence,was,doeth,thereon,didst,whose,each,whence,we,therefrom,became,thence,therewith,were,oft,whatsoever,our,how,ye,thyself,thy,thine,abundance,being,throughout,such,forth,what,would,said,thereby,anything,henceforth,yet,than,wherein,o_percentage_use,r_percentage_use,i_percentage_use,n_percentage_use,t_percentage_use,h_percentage_use,e_percentage_use,w_percentage_use,d_percentage_use,s_percentage_use,p_percentage_use,g_percentage_use,v_percentage_use,f_percentage_use,c_percentage_use,u_percentage_use,m_percentage_use,a_percentage_use,b_percentage_use,l_percentage_use,y_percentage_use,q_percentage_use,k_percentage_use,z_percentage_use,j_percentage_use,x_percentage_use,â_percentage_use,ã_percentage_use,Total_Word_Count,AVG_Letter_Per_Word,AVG_Word_Per_Verse,Total_Function_Word_Count
Joseph Smith,7,28,7,112,73,5,39,8,4,2,28,12,11,8,5,6,1,19,11,7,3,11,5,47,2,11,16,4,6,4,3,1,3,5,3,1,4,2,8,6,3,3,4,1,4,3,4,3,2,2,1,1,2,3,5,1,4,3,1,1,1,1,1,1,1,1,1,1,1,1,1,1,2,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0867674466763305,0.05466970387243736,0.07268585628494513,0.06792296541727065,0.09505073514185132,0.07931248705736177,0.12714847794574446,0.009732863946986954,0.039345620211223856,0.07289293849658314,0.018430316835783805,0.015945330296127564,0.0142886726030234,0.0275419341478567,0.03416856492027335,0.023607372126734312,0.017187823565955683,0.058397183681921726,0.013046179333195278,0.031062331745703043,0.015324083661213501,0.0004141644232760406,0.0016566576931041624,0.001449575481466142,0.0018637399047421825,0.0008283288465520812,0.0004141644232760406,0,1119,4.315460232350313,29.025641025641026,605.9811555187409
