Author,for,the,is,and,there,to,yea,all,have,unto,of,be,therefore,if,man,shall,abundance,which,not,his,according,my,he,with,in,being,now,verily,say,let,him,where,as,will,when,or,lord,upon,inasmuch,me,again,one,also,that,it,their,them,they,are,been,those,should,by,an,no,your,do,out,said,these,ye,more,notwithstanding,must,thereof,therein,some,neither,without,thee,wherewith,had,ought,wherewithal,lest,because,thereon,therewith,oft,thine,himself,who,what,henceforth,yet,thus,shalt,whereon,outward,cometh,till,many,becometh,shouldst,but,hence,was,each,whence,therefrom,became,whatsoever,our,thyself,thereby,whoso,every,hath,whereby,other,whereunto,her,underneath,god,doeth,whose,whom,from,how,thy,wherefore,such,would,anything,than,make,could,thereunto,whosoever,seemeth,did,then,ever,into,hast,much,wheresoever,thou,once,may,didst,we,among,thence,were,like,throughout,forth,whither,wherein,f_percentage_use,o_percentage_use,r_percentage_use,t_percentage_use,h_percentage_use,e_percentage_use,a_percentage_use,i_percentage_use,s_percentage_use,u_percentage_use,l_percentage_use,n_percentage_use,d_percentage_use,g_percentage_use,p_percentage_use,y_percentage_use,v_percentage_use,c_percentage_use,m_percentage_use,b_percentage_use,k_percentage_use,w_percentage_use,â_percentage_use,j_percentage_use,x_percentage_use,z_percentage_use,q_percentage_use,ã_percentage_use,Total_Word_Count,AVG_Letter_Per_Word,AVG_Word_Per_Verse,Total_Function_Word_Count
Joseph Smith,25,70,22,75,1,12,2,6,22,21,38,14,3,1,1,15,1,28,2,21,4,27,14,2,17,3,6,2,1,10,27,2,16,12,1,2,1,16,9,2,6,1,5,7,3,10,8,5,10,2,1,1,5,1,1,10,2,1,1,1,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.02424491473186768,0.06574892130675981,0.04890076022190261,0.07376207109102116,0.07602219026094104,0.1084857201561537,0.07170741730018491,0.085884528456955,0.0638997328950072,0.027532360797205672,0.04520238339839737,0.08300801314978426,0.042531333470310254,0.015204438052188206,0.018902814875693445,0.020341072529278817,0.014998972673104582,0.023423053215533184,0.028354222313540168,0.014793507294020958,0.003492911444421615,0.018491884117526197,0.0014382576535853708,0.002671049928087117,0.0002054653790836244,0.0014382576535853708,0.0002054653790836244,0,1143,4.258092738407699,29.82051282051282,637.9808917197453
