Author,and,again,to,some,it,is,by,the,of,as,will,be,unto,lord,according,his,they,god,that,may,every,man,verily,say,all,have,with,these,from,for,such,shall,are,them,those,lest,there,among,yet,not,he,in,thereby,wherefore,must,whatsoever,do,ye,me,my,should,which,also,him,inasmuch,your,let,seemeth,an,but,or,make,then,more,notwithstanding,thereof,therein,now,neither,without,thee,wherewith,had,ought,wherewithal,because,thereon,therewith,oft,thine,being,himself,who,upon,what,said,henceforth,thus,shalt,whereon,outward,cometh,till,many,no,becometh,shouldst,hence,was,each,yea,whence,therefrom,became,out,our,thyself,one,whoso,hath,their,whereby,therefore,other,whereunto,her,underneath,doeth,whose,whom,if,been,how,thy,abundance,would,anything,than,when,could,thereunto,whosoever,did,ever,into,hast,much,wheresoever,thou,where,once,didst,we,thence,were,like,throughout,forth,whither,wherein,a_percentage_use,n_percentage_use,d_percentage_use,g_percentage_use,i_percentage_use,t_percentage_use,o_percentage_use,s_percentage_use,m_percentage_use,e_percentage_use,v_percentage_use,b_percentage_use,y_percentage_use,h_percentage_use,l_percentage_use,k_percentage_use,w_percentage_use,f_percentage_use,r_percentage_use,c_percentage_use,p_percentage_use,u_percentage_use,x_percentage_use,j_percentage_use,ã_percentage_use,q_percentage_use,â_percentage_use,z_percentage_use,Total_Word_Count,AVG_Letter_Per_Word,AVG_Word_Per_Verse,Total_Function_Word_Count
Joseph Smith,40,9,52,7,22,17,5,46,21,11,3,27,16,2,6,4,3,8,20,6,3,2,3,5,8,12,3,2,2,9,1,16,3,5,3,1,3,1,2,3,6,14,1,2,5,2,1,17,2,5,2,4,1,3,3,4,1,1,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.08036272670419012,0.07129455909943715,0.03627267041901188,0.022201375859912446,0.07348342714196372,0.10037523452157598,0.07473420888055034,0.06097560975609756,0.025953721075672294,0.12632895559724827,0.01938711694809256,0.01657285803627267,0.02689180737961226,0.06629143214509069,0.035021888680425266,0.005315822388993121,0.010318949343339587,0.018449030644152594,0.047217010631644775,0.027204502814258912,0.01657285803627267,0.022201375859912446,0.0006253908692933083,0.0006253908692933083,0,0,0,0,794,4.027707808564232,20.71794871794872,491.9846779237023
