Author,wherefore,let,no,man,in,but,him,god,who,shall,all,his,these,the,of,and,ever,are,they,whom,he,with,when,to,have,forth,unto,an,whose,where,out,is,that,as,being,again,we,from,without,also,them,be,according,not,it,were,by,our,now,which,lord,yet,neither,for,or,thus,upon,one,more,notwithstanding,must,verily,thereof,your,therein,some,thee,wherewith,had,ought,wherewithal,lest,me,because,thereon,therewith,oft,thine,himself,what,said,inasmuch,henceforth,my,shalt,whereon,those,outward,cometh,till,many,becometh,shouldst,hence,was,each,yea,whence,will,therefrom,became,whatsoever,ye,thyself,do,thereby,whoso,every,hath,their,whereby,therefore,other,whereunto,her,underneath,doeth,if,been,how,thy,abundance,such,would,anything,than,make,could,thereunto,whosoever,seemeth,did,then,into,hast,there,much,wheresoever,thou,once,may,didst,among,say,thence,like,throughout,should,whither,wherein,w_percentage_use,h_percentage_use,e_percentage_use,r_percentage_use,f_percentage_use,o_percentage_use,l_percentage_use,t_percentage_use,n_percentage_use,m_percentage_use,a_percentage_use,g_percentage_use,y_percentage_use,i_percentage_use,b_percentage_use,u_percentage_use,d_percentage_use,s_percentage_use,p_percentage_use,c_percentage_use,v_percentage_use,j_percentage_use,z_percentage_use,k_percentage_use,x_percentage_use,â_percentage_use,q_percentage_use,ã_percentage_use,Total_Word_Count,AVG_Letter_Per_Word,AVG_Word_Per_Verse,Total_Function_Word_Count
Joseph Smith,3,2,2,3,31,5,4,8,26,9,8,12,21,101,65,38,3,37,29,3,3,1,1,9,4,1,3,1,6,1,1,10,7,10,1,2,7,7,1,2,4,4,1,10,4,2,1,1,1,5,2,1,1,5,1,3,1,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.023868998057174576,0.0871495975575909,0.14959755759089646,0.06633361087982237,0.03386067166250347,0.07965584235359423,0.04274215931168471,0.09464335276158757,0.06411323896752706,0.019150707743547043,0.059117402164862616,0.019150707743547043,0.019150707743547043,0.05745212323064113,0.008603941160144324,0.01637524285317791,0.029697474326949764,0.06106022758812101,0.009159034138218152,0.01665278934221482,0.013044684984734944,0.0022203719122953097,0.0002775464890369137,0.0019428254232583958,0.0008326394671107411,0.0002775464890369137,0.0002775464890369137,0,885,4.071186440677966,22.82051282051282,543.9764085484319
