Author,and,is,to,forth,unto,the,of,god,my,which,than,therefore,whoso,let,him,in,his,with,that,he,may,for,yea,whosoever,will,if,me,shall,it,be,now,as,have,say,not,but,then,hath,verily,much,according,thou,hast,because,thy,cometh,from,shalt,are,out,many,them,their,make,those,who,do,all,there,no,thee,what,had,been,where,did,these,by,or,whatsoever,also,your,upon,man,every,they,ye,more,said,one,thus,when,could,thereunto,seemeth,notwithstanding,whereon,ever,must,thereof,into,therein,outward,some,whereby,whither,wheresoever,neither,without,wherewith,till,whereunto,her,underneath,other,ought,wherewithal,once,lest,becometh,shouldst,hence,doeth,was,didst,thereon,whose,whom,each,whence,anything,we,among,therefrom,became,thence,again,therewith,were,oft,like,how,our,an,thyself,abundance,thine,throughout,being,lord,himself,wherefore,such,should,would,thereby,inasmuch,henceforth,yet,wherein,a_percentage_use,g_percentage_use,r_percentage_use,e_percentage_use,t_percentage_use,n_percentage_use,d_percentage_use,m_percentage_use,v_percentage_use,l_percentage_use,o_percentage_use,u_percentage_use,s_percentage_use,w_percentage_use,k_percentage_use,i_percentage_use,b_percentage_use,c_percentage_use,f_percentage_use,h_percentage_use,y_percentage_use,q_percentage_use,p_percentage_use,j_percentage_use,z_percentage_use,â_percentage_use,x_percentage_use,ã_percentage_use,Total_Word_Count,AVG_Letter_Per_Word,AVG_Word_Per_Verse,Total_Function_Word_Count
Joseph Smith,40,9,16,3,28,41,41,10,20,13,4,8,1,2,3,21,5,5,16,3,2,14,4,1,5,15,11,16,6,18,5,9,14,8,16,3,2,1,12,2,1,23,8,4,9,1,2,3,9,2,1,1,1,1,2,1,6,1,4,4,6,2,1,5,2,2,4,3,3,2,4,7,2,1,2,7,8,2,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0643222791008235,0.018473180503004675,0.052081014912085465,0.11796127309147562,0.09459158691297574,0.062096594702871134,0.040062319163142665,0.026040507456042732,0.01424438014689517,0.035165813487647454,0.08635655464055197,0.0342755397284665,0.05809036278655687,0.019140885822390385,0.00890273759180948,0.06654796349877587,0.016247496105052304,0.01958602270198086,0.026485644335633208,0.07188960605386156,0.03204985533051413,0.0013354106387714222,0.009347874471399956,0.0017805475183618963,0.00022256843979523704,0.0013354106387714222,0.00022256843979523704,0,1106,4.062386980108499,28.41025641025641,602.9788559982195
