Author,again,say,unto,and,the,which,shall,for,verily,as,ye,have,according,to,wherewith,are,one,in,my,that,forth,every,of,them,they,it,be,by,when,your,with,like,god,is,from,into,inasmuch,will,may,whereunto,him,if,he,his,not,or,some,who,been,do,these,their,all,seemeth,me,now,thou,shalt,but,out,thy,her,upon,doeth,no,more,hast,such,man,much,himself,there,than,those,therefore,other,among,let,thine,thus,could,thereunto,whoso,whosoever,notwithstanding,whereon,did,then,ever,must,thereof,also,therein,hath,outward,whereby,cometh,whither,make,wheresoever,neither,without,thee,till,underneath,where,had,ought,wherewithal,many,once,lest,becometh,shouldst,hence,didst,was,because,thereon,whose,whom,each,yea,whence,we,therefrom,became,thence,therewith,were,oft,whatsoever,our,how,an,thyself,abundance,throughout,lord,being,wherefore,what,would,said,thereby,should,anything,henceforth,yet,wherein,a_percentage_use,g_percentage_use,i_percentage_use,n_percentage_use,s_percentage_use,y_percentage_use,u_percentage_use,t_percentage_use,o_percentage_use,h_percentage_use,e_percentage_use,r_percentage_use,k_percentage_use,d_percentage_use,b_percentage_use,l_percentage_use,w_percentage_use,c_percentage_use,v_percentage_use,f_percentage_use,m_percentage_use,x_percentage_use,p_percentage_use,j_percentage_use,z_percentage_use,â_percentage_use,ã_percentage_use,q_percentage_use,Total_Word_Count,AVG_Letter_Per_Word,AVG_Word_Per_Verse,Total_Function_Word_Count
Joseph Smith,9,6,22,72,70,10,52,14,2,14,21,7,2,25,1,5,6,19,29,30,6,4,43,4,7,16,35,10,4,5,5,1,2,8,4,1,3,6,4,1,2,6,20,6,23,6,1,5,1,7,4,4,6,1,6,1,14,11,4,7,6,2,1,2,1,2,1,1,2,1,1,1,1,2,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.08118452860596294,0.014907332796132152,0.05701047542304593,0.06607574536663981,0.05801772763900081,0.02639000805801773,0.028203062046736505,0.09689766317485898,0.07655116841257051,0.08460918614020951,0.11502820306204674,0.0499597099113618,0.004834810636583401,0.035052377115229655,0.016921837228041903,0.047139403706688156,0.012691377921031427,0.029411764705882353,0.010878323932312651,0.021756647864625302,0.02558420628525383,0.00040290088638195,0.023368251410153102,0.0008058017727639,0.000201450443190975,0.0006043513295729251,0,0,1235,4.0194331983805665,31.641025641025642,749.9844883158743
