Author,and,the,shall,his,he,forth,upon,in,of,him,who,that,there,be,no,is,not,for,then,may,to,cometh,god,into,their,they,have,more,all,therefore,verily,say,unto,my,your,as,ye,one,yea,out,by,also,every,lord,with,from,among,let,once,but,when,man,an,than,thy,which,will,again,are,them,or,other,those,should,himself,these,thou,ever,me,if,do,it,was,according,thus,could,thereunto,whoso,whosoever,seemeth,notwithstanding,shalt,whereon,did,must,thereof,hath,therein,hast,outward,some,now,whereby,much,whither,make,wheresoever,neither,without,thee,wherewith,till,whereunto,her,underneath,where,had,ought,wherewithal,many,lest,becometh,shouldst,hence,doeth,didst,because,thereon,whose,whom,each,whence,anything,we,therefrom,been,became,thence,therewith,were,oft,like,whatsoever,our,how,thyself,abundance,throughout,thine,being,wherefore,such,what,would,said,thereby,inasmuch,henceforth,yet,wherein,a_percentage_use,n_percentage_use,d_percentage_use,s_percentage_use,o_percentage_use,u_percentage_use,t_percentage_use,i_percentage_use,l_percentage_use,h_percentage_use,e_percentage_use,v_percentage_use,g_percentage_use,r_percentage_use,m_percentage_use,p_percentage_use,f_percentage_use,w_percentage_use,b_percentage_use,c_percentage_use,y_percentage_use,k_percentage_use,z_percentage_use,q_percentage_use,x_percentage_use,â_percentage_use,j_percentage_use,ã_percentage_use,Total_Word_Count,AVG_Letter_Per_Word,AVG_Word_Per_Verse,Total_Function_Word_Count
Joseph Smith,60,96,26,11,13,2,5,38,65,7,6,23,1,30,1,15,12,14,2,12,26,3,10,3,3,4,7,2,20,3,3,2,9,1,13,5,8,6,2,1,11,2,2,6,11,6,3,5,1,2,3,1,3,1,1,4,3,2,4,1,12,1,1,1,2,1,1,1,2,1,2,2,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0819319515056707,0.07156824403597967,0.03773953852170513,0.057489245209229566,0.08017207665232695,0.023269456394211966,0.08799374266718811,0.06003128666405944,0.048494329292139225,0.07371920219006649,0.12534219788815018,0.012514665623777864,0.017207665232694565,0.05181853734845522,0.021705123191239736,0.014861165428236215,0.02737583105201408,0.011928040672663277,0.016425498631208447,0.02248728979272585,0.022291748142354323,0.004106374657802112,0.00039108330074305825,0.0007821666014861165,0.0007821666014861165,0.001368791552600704,0.00039108330074305825,0,1220,4.191803278688525,31.487179487179485,672.9741885021509
