Author,and,have,the,it,is,my,wherefore,again,will,upon,forth,to,unto,of,with,which,there,shall,be,no,when,lord,cometh,for,your,if,all,ye,in,more,but,verily,say,that,me,what,one,according,wherewith,let,every,man,his,as,himself,among,them,they,him,he,thou,other,are,not,these,because,lest,by,their,than,without,should,from,thence,whosoever,do,now,or,seemeth,must,also,out,who,many,then,thy,thee,thine,hast,thus,could,thereunto,whoso,notwithstanding,shalt,whereon,did,those,ever,thereof,hath,therein,into,outward,some,whereby,therefore,whither,make,much,wheresoever,neither,till,whereunto,her,underneath,where,had,ought,wherewithal,once,may,becometh,shouldst,hence,god,doeth,was,didst,thereon,whose,whom,each,yea,whence,anything,we,therefrom,been,became,therewith,were,oft,like,whatsoever,our,how,an,thyself,abundance,throughout,being,such,would,said,thereby,inasmuch,henceforth,yet,wherein,a_percentage_use,n_percentage_use,d_percentage_use,i_percentage_use,h_percentage_use,v_percentage_use,e_percentage_use,m_percentage_use,t_percentage_use,r_percentage_use,c_percentage_use,b_percentage_use,o_percentage_use,l_percentage_use,s_percentage_use,y_percentage_use,f_percentage_use,w_percentage_use,g_percentage_use,u_percentage_use,p_percentage_use,k_percentage_use,â_percentage_use,j_percentage_use,z_percentage_use,ã_percentage_use,q_percentage_use,x_percentage_use,Total_Word_Count,AVG_Letter_Per_Word,AVG_Word_Per_Verse,Total_Function_Word_Count
Joseph Smith,77,14,58,11,7,16,4,5,11,5,4,20,24,30,8,10,4,26,23,6,3,2,2,11,13,5,8,18,17,1,8,5,10,16,10,3,4,1,1,4,4,5,6,11,2,4,8,6,2,3,7,1,7,10,4,2,2,3,3,1,1,1,5,1,1,1,3,1,1,1,1,1,1,3,1,3,3,1,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0800182898948331,0.06904435299497028,0.03635116598079561,0.061957018747142205,0.07658893461362597,0.017375400091449476,0.13260173754000915,0.029035208047553728,0.08481938728852309,0.05281207133058985,0.02217649748513946,0.015546410608139003,0.07521719250114312,0.04183813443072702,0.053955189757658895,0.02880658436213992,0.019204389574759947,0.021033379058070414,0.01577503429355281,0.024919981710105166,0.013717421124828532,0.00594421582075903,0.0009144947416552355,0.0009144947416552355,0.00022862368541380886,0,0,0,1117,3.9158460161145925,28.743589743589745,628.9807956104253
