Author,and,every,by,of,these,must,be,the,that,is,in,each,to,make,their,or,one,with,may,when,it,are,not,which,were,who,them,all,because,if,they,shall,lord,there,no,from,unto,then,being,out,upon,for,as,was,whom,him,his,god,should,he,man,like,could,also,into,said,have,thee,thou,notwithstanding,whatsoever,other,verily,say,those,an,wherefore,according,more,thereof,your,therein,some,now,neither,without,wherewith,had,ought,wherewithal,lest,me,thereon,therewith,oft,thine,himself,what,inasmuch,henceforth,yet,thus,my,shalt,whereon,outward,cometh,till,many,becometh,shouldst,but,hence,yea,whence,will,therefrom,became,our,ye,let,do,thyself,thereby,whoso,hath,whereby,therefore,whereunto,her,underneath,doeth,whose,been,again,how,thy,abundance,such,would,anything,than,thereunto,whosoever,seemeth,did,ever,hast,much,wheresoever,where,once,didst,we,among,thence,throughout,forth,whither,wherein,a_percentage_use,n_percentage_use,d_percentage_use,e_percentage_use,v_percentage_use,r_percentage_use,y_percentage_use,c_percentage_use,i_percentage_use,s_percentage_use,o_percentage_use,m_percentage_use,b_percentage_use,t_percentage_use,h_percentage_use,f_percentage_use,q_percentage_use,u_percentage_use,g_percentage_use,k_percentage_use,p_percentage_use,w_percentage_use,l_percentage_use,â_percentage_use,j_percentage_use,z_percentage_use,x_percentage_use,ã_percentage_use,Total_Word_Count,AVG_Letter_Per_Word,AVG_Word_Per_Verse,Total_Function_Word_Count
Joseph Smith,57,2,11,75,5,4,19,125,6,8,35,1,40,1,5,4,4,5,2,10,6,9,2,4,7,9,6,13,2,1,6,4,8,3,1,7,13,3,2,1,3,1,2,24,1,9,13,3,3,19,1,2,1,6,1,1,1,2,1,1,1,1,1,1,3,1,2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.07418111753371869,0.06647398843930635,0.05202312138728324,0.13391136801541426,0.00789980732177264,0.05452793834296724,0.015414258188824663,0.025626204238921,0.06358381502890173,0.0628131021194605,0.07321772639691715,0.022157996146435453,0.011560693641618497,0.08593448940269749,0.07745664739884393,0.02581888246628131,0.0023121387283236996,0.026204238921001925,0.014836223506743738,0.003468208092485549,0.011753371868978806,0.017919075144508672,0.03680154142581888,0.001348747591522158,0.0015414258188824663,0.0009633911368015414,0.0007707129094412332,0,1189,4.365012615643398,30.743589743589745,632.9705202312139
