Author,but,and,himself,god,unto,him,by,an,whose,was,as,were,all,other,which,from,the,to,of,also,is,that,are,them,his,in,thereby,he,therefore,shall,be,many,those,who,it,their,for,lord,we,have,whom,ever,these,there,man,they,should,being,became,wherefore,been,no,again,into,with,according,will,would,not,one,without,must,or,our,may,let,lest,yea,neither,now,forth,upon,more,notwithstanding,verily,thereof,your,therein,some,thee,wherewith,had,ought,wherewithal,me,because,thereon,therewith,oft,thine,what,said,inasmuch,henceforth,yet,thus,my,shalt,whereon,outward,cometh,till,becometh,shouldst,hence,each,whence,therefrom,out,whatsoever,ye,thyself,do,whoso,every,hath,whereby,whereunto,her,underneath,doeth,if,how,thy,abundance,such,anything,than,make,when,could,thereunto,whosoever,seemeth,did,then,hast,much,wheresoever,thou,where,once,didst,among,say,thence,like,throughout,whither,wherein,b_percentage_use,u_percentage_use,t_percentage_use,a_percentage_use,f_percentage_use,e_percentage_use,r_percentage_use,p_percentage_use,n_percentage_use,i_percentage_use,g_percentage_use,d_percentage_use,h_percentage_use,m_percentage_use,l_percentage_use,s_percentage_use,c_percentage_use,y_percentage_use,o_percentage_use,w_percentage_use,v_percentage_use,k_percentage_use,j_percentage_use,â_percentage_use,z_percentage_use,x_percentage_use,ã_percentage_use,q_percentage_use,Total_Word_Count,AVG_Letter_Per_Word,AVG_Word_Per_Verse,Total_Function_Word_Count
Joseph Smith,6,82,1,17,6,8,16,2,2,3,13,4,9,2,9,6,80,33,49,3,11,15,7,7,11,18,1,8,2,6,9,3,10,13,7,6,2,4,6,5,2,2,3,2,4,7,7,1,2,1,1,1,2,4,3,3,1,1,2,1,1,1,3,2,1,2,1,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.01634438305709024,0.017265193370165747,0.08885819521178637,0.0748158379373849,0.02578268876611418,0.12476979742173112,0.05478821362799263,0.011740331491712707,0.07504604051565378,0.06192449355432781,0.024171270718232045,0.0462707182320442,0.08011049723756906,0.024631675874769797,0.036141804788213626,0.05639963167587477,0.023250460405156537,0.01565377532228361,0.07550644567219153,0.020488029465930018,0.012661141804788214,0.0050644567219152855,0.002992633517495396,0.0016114180478821363,0.0011510128913443832,0.00046040515653775324,0,0,1031,4.213385063045587,26.46153846153846,568.9779005524862
