Author,ye,therefore,that,their,may,be,unto,your,them,these,not,upon,what,have,said,must,all,without,and,which,they,to,my,the,god,again,say,it,is,will,should,into,of,let,by,those,who,for,me,in,are,thereon,do,shall,inasmuch,as,forth,thereof,were,with,when,was,one,or,could,then,would,according,other,whom,from,also,his,he,himself,him,an,thereby,if,but,more,no,than,every,man,there,make,lord,thus,thereunto,whoso,whosoever,seemeth,notwithstanding,shalt,whereon,did,ever,verily,hath,therein,hast,outward,some,now,cometh,whereby,whither,much,wheresoever,neither,thee,wherewith,till,whereunto,her,underneath,thou,where,had,ought,wherewithal,many,once,lest,becometh,shouldst,hence,doeth,didst,because,whose,each,yea,whence,we,among,therefrom,been,became,thence,therewith,like,oft,out,whatsoever,our,how,thyself,thy,abundance,thine,throughout,being,wherefore,such,anything,henceforth,yet,wherein,p_percentage_use,r_percentage_use,a_percentage_use,y_percentage_use,e_percentage_use,t_percentage_use,h_percentage_use,f_percentage_use,o_percentage_use,i_percentage_use,s_percentage_use,m_percentage_use,b_percentage_use,n_percentage_use,d_percentage_use,u_percentage_use,c_percentage_use,l_percentage_use,g_percentage_use,w_percentage_use,v_percentage_use,x_percentage_use,k_percentage_use,q_percentage_use,z_percentage_use,â_percentage_use,j_percentage_use,ã_percentage_use,Total_Word_Count,AVG_Letter_Per_Word,AVG_Word_Per_Verse,Total_Function_Word_Count
Joseph Smith,1,2,20,7,9,15,6,2,7,2,12,7,1,16,1,1,4,3,51,11,14,44,14,120,2,1,2,13,18,2,5,1,55,1,18,4,9,10,1,22,9,3,2,22,1,4,1,1,7,2,3,4,6,12,1,1,2,7,3,1,2,1,4,5,2,1,2,1,5,4,2,2,1,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.021910018397725373,0.05402241177454424,0.06522829904666332,0.016725204883759826,0.12276300384679713,0.09048335842114066,0.07108212075597926,0.02308078273958856,0.0769359424652952,0.07108212075597926,0.05820371299548419,0.02007024586051179,0.012209399565144673,0.06991135641411607,0.03646094664659642,0.02692757986285332,0.04599431343033952,0.03662819869543402,0.014216424151195853,0.01538718849305904,0.01438367620003345,0.0008362602441879914,0.00384679712326476,0.0008362602441879914,0.000669008195350393,0.0011707643418631879,0.0028432848302391706,0,1315,4.546768060836502,34.07692307692308,663.9739086803813
