Author,and,again,the,lord,shall,his,out,of,ye,that,god,who,how,would,have,as,her,but,not,oft,upon,by,my,every,all,with,an,when,is,verily,say,unto,these,are,your,wherefore,in,for,will,be,me,which,he,then,cometh,into,their,no,man,ever,they,to,let,thus,it,should,from,or,some,other,inasmuch,them,forth,many,according,may,wherewith,must,whom,been,him,thereof,were,being,lest,did,thou,thy,was,thyself,do,because,could,thereunto,whoso,whosoever,more,seemeth,notwithstanding,shalt,whereon,those,also,hath,therein,hast,outward,whereby,now,therefore,whither,make,there,much,neither,without,thee,till,whereunto,underneath,wheresoever,where,had,ought,wherewithal,once,becometh,shouldst,hence,didst,doeth,thereon,whose,each,yea,whence,we,among,therefrom,if,became,thence,therewith,like,whatsoever,our,throughout,abundance,thine,himself,such,what,said,thereby,anything,one,henceforth,yet,than,wherein,a_percentage_use,n_percentage_use,d_percentage_use,g_percentage_use,i_percentage_use,t_percentage_use,h_percentage_use,e_percentage_use,l_percentage_use,o_percentage_use,r_percentage_use,s_percentage_use,u_percentage_use,v_percentage_use,c_percentage_use,f_percentage_use,y_percentage_use,k_percentage_use,w_percentage_use,m_percentage_use,b_percentage_use,p_percentage_use,q_percentage_use,j_percentage_use,â_percentage_use,x_percentage_use,z_percentage_use,ã_percentage_use,Total_Word_Count,AVG_Letter_Per_Word,AVG_Word_Per_Verse,Total_Function_Word_Count
Joseph Smith,71,3,76,3,18,2,2,42,18,22,4,7,2,4,9,6,2,4,9,1,5,17,22,2,7,5,3,3,7,2,5,14,4,2,7,4,16,9,4,16,9,5,3,1,2,3,3,2,2,1,9,22,2,1,10,2,5,1,1,1,1,2,1,3,2,7,1,1,5,1,6,1,4,1,1,1,2,1,2,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.07817282787850247,0.07322816105486225,0.04403108076289145,0.01742406404520838,0.05368495408523664,0.08712032022604191,0.07464092300447375,0.13444784553802686,0.04026371556392748,0.07935012950317871,0.04779844596185543,0.04968212856133741,0.024016953143395338,0.016011302095596893,0.01789498469507888,0.022133270543913352,0.03155168354132329,0.0063574287732517075,0.019778667294560865,0.032493524841064284,0.01742406404520838,0.012008476571697669,0.0004709206498704968,0.0009418412997409936,0.0014127619496114904,0.0004709206498704968,0.0002354603249352484,0,1063,3.995296331138288,27.435897435897434,590.9830468566047
