Author,therefore,let,your,be,and,no,more,my,henceforth,in,which,have,do,make,shall,with,the,of,then,by,whom,is,unto,if,it,upon,that,to,wheresoever,from,all,thy,lord,god,who,thee,their,thou,hast,now,according,we,whose,didst,for,out,our,man,himself,his,as,said,not,ye,one,yea,also,every,may,thine,those,they,into,when,them,forth,he,or,will,notwithstanding,must,verily,thereof,therein,some,neither,without,wherewith,had,ought,wherewithal,lest,me,because,thereon,therewith,oft,an,being,what,inasmuch,yet,thus,shalt,whereon,outward,cometh,till,many,becometh,shouldst,but,hence,was,each,whence,therefrom,became,whatsoever,thyself,thereby,whoso,hath,whereby,other,whereunto,her,underneath,doeth,been,again,how,abundance,wherefore,such,him,would,anything,than,could,thereunto,whosoever,seemeth,did,ever,these,there,much,where,are,once,among,say,thence,were,like,throughout,should,whither,wherein,t_percentage_use,h_percentage_use,e_percentage_use,r_percentage_use,f_percentage_use,o_percentage_use,l_percentage_use,y_percentage_use,u_percentage_use,s_percentage_use,b_percentage_use,a_percentage_use,c_percentage_use,n_percentage_use,i_percentage_use,g_percentage_use,p_percentage_use,d_percentage_use,m_percentage_use,v_percentage_use,w_percentage_use,k_percentage_use,x_percentage_use,â_percentage_use,j_percentage_use,z_percentage_use,ã_percentage_use,q_percentage_use,Total_Word_Count,AVG_Letter_Per_Word,AVG_Word_Per_Verse,Total_Function_Word_Count
Joseph Smith,2,1,12,32,60,4,2,3,2,30,6,12,2,1,18,9,45,48,1,6,2,3,7,4,6,7,37,35,1,6,15,40,9,3,8,11,5,15,8,4,2,10,1,2,4,4,3,1,2,1,5,2,2,2,1,1,2,2,22,3,3,8,3,2,8,2,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.09950781082816178,0.0830301733361866,0.11106355660175476,0.04536700192595763,0.02460945859191098,0.08581211213353306,0.04493901134175048,0.031885298523432484,0.03102931735501819,0.06098865824951851,0.015407661031457309,0.08196019687566873,0.015193665739353735,0.06783650759683287,0.05307083244168628,0.01733361866038947,0.018617590413010913,0.03809116199443612,0.02460945859191098,0.011341750481489407,0.015835651615664456,0.0055638775946929165,0.0006419858763107211,0.0008559811684142949,0.00021399529210357372,0.00042799058420714745,0,0,1137,4.109938434476693,29.435897435897434,623.9852343248449
