Author,and,it,shall,to,many,their,who,be,for,also,that,the,are,of,will,with,thus,by,an,god,hath,all,into,lord,from,wherefore,ye,in,not,cometh,verily,unto,have,his,is,your,them,now,upon,my,may,which,other,as,he,thereof,was,they,were,him,forth,say,man,whose,therefore,must,ever,or,again,yea,notwithstanding,then,according,more,therein,some,neither,without,thee,wherewith,had,ought,wherewithal,lest,me,because,thereon,therewith,oft,thine,being,himself,what,said,inasmuch,henceforth,yet,shalt,whereon,those,outward,till,no,becometh,shouldst,but,hence,each,whence,therefrom,became,out,whatsoever,our,thyself,let,do,thereby,one,whoso,every,whereby,whereunto,her,underneath,doeth,whom,if,been,how,thy,abundance,such,would,anything,than,make,when,could,thereunto,whosoever,seemeth,did,hast,these,there,much,wheresoever,thou,where,once,didst,we,among,thence,like,throughout,should,whither,wherein,a_percentage_use,n_percentage_use,d_percentage_use,i_percentage_use,t_percentage_use,s_percentage_use,h_percentage_use,l_percentage_use,c_percentage_use,o_percentage_use,m_percentage_use,e_percentage_use,p_percentage_use,f_percentage_use,r_percentage_use,y_percentage_use,v_percentage_use,u_percentage_use,g_percentage_use,w_percentage_use,b_percentage_use,x_percentage_use,q_percentage_use,k_percentage_use,j_percentage_use,â_percentage_use,ã_percentage_use,z_percentage_use,Total_Word_Count,AVG_Letter_Per_Word,AVG_Word_Per_Verse,Total_Function_Word_Count
Joseph Smith,46,20,23,10,1,2,16,11,12,9,17,103,12,61,2,5,2,10,1,5,2,12,2,6,5,3,3,12,11,1,3,7,3,3,24,8,1,2,4,2,3,22,1,5,11,4,4,8,1,2,1,2,1,1,3,3,1,1,3,1,2,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.07520759193357059,0.06002372479240806,0.0398576512455516,0.0711743772241993,0.09513641755634639,0.05741399762752076,0.08706998813760379,0.04911032028469751,0.02372479240806643,0.07615658362989323,0.02087781731909846,0.12384341637010676,0.010913404507710557,0.02752075919335706,0.052669039145907474,0.020403321470937128,0.01043890865954923,0.020640569395017794,0.02087781731909846,0.018505338078291814,0.013048635824436536,0.0007117437722419929,0.002372479240806643,0.0056939501779359435,0.0007117437722419929,0.0007117437722419929,0,0,1016,4.1486220472440944,26.076923076923077,565.9848161328588
