Author,and,if,the,are,then,ye,no,but,verily,say,unto,have,to,be,for,my,of,which,shall,from,when,with,them,is,it,one,among,he,there,upon,all,into,man,his,or,now,that,make,these,as,said,had,in,not,out,by,neither,thus,lord,may,again,your,other,let,him,an,do,me,will,inasmuch,those,whom,therefore,according,their,once,was,who,some,were,they,been,becometh,more,notwithstanding,must,thereof,therein,without,thee,wherewith,ought,wherewithal,lest,because,thereon,therewith,oft,thine,being,himself,what,henceforth,yet,shalt,whereon,outward,cometh,till,many,shouldst,hence,each,yea,whence,therefrom,became,whatsoever,our,thyself,thereby,whoso,every,also,hath,whereby,whereunto,her,underneath,god,doeth,whose,how,thy,abundance,wherefore,such,would,anything,than,could,thereunto,whosoever,seemeth,did,ever,hast,much,wheresoever,thou,where,didst,we,thence,like,throughout,forth,should,whither,wherein,a_percentage_use,n_percentage_use,d_percentage_use,i_percentage_use,f_percentage_use,t_percentage_use,h_percentage_use,e_percentage_use,p_percentage_use,r_percentage_use,o_percentage_use,s_percentage_use,m_percentage_use,y_percentage_use,w_percentage_use,b_percentage_use,u_percentage_use,v_percentage_use,l_percentage_use,c_percentage_use,g_percentage_use,z_percentage_use,â_percentage_use,k_percentage_use,x_percentage_use,q_percentage_use,j_percentage_use,ã_percentage_use,Total_Word_Count,AVG_Letter_Per_Word,AVG_Word_Per_Verse,Total_Function_Word_Count
Joseph Smith,66,6,69,10,1,8,2,5,3,6,21,13,31,32,12,14,34,12,38,5,1,2,3,10,26,3,6,7,3,8,7,4,3,10,22,2,12,1,2,10,1,2,20,10,5,15,1,1,2,2,2,9,2,3,4,6,3,2,7,3,2,2,1,2,5,3,1,2,1,1,2,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.07713717693836979,0.06978131212723658,0.04055666003976143,0.068389662027833,0.020675944333996023,0.08190854870775348,0.060834990059642144,0.11371769383697813,0.021669980119284293,0.060834990059642144,0.07892644135188867,0.06481113320079523,0.021669980119284293,0.029622266401590457,0.013121272365805169,0.017296222664015905,0.036779324055666,0.014314115308151094,0.045526838966202784,0.022067594433399604,0.012723658051689861,0.0005964214711729623,0.0015904572564612327,0.003379721669980119,0.0007952286282306163,0.00039761431411530816,0.0011928429423459245,0,1207,4.167357083678541,31.46153846153846,654.9803180914513
