Author,and,if,man,or,shall,he,be,of,the,more,every,him,her,by,not,but,there,are,than,it,is,their,that,they,may,with,according,to,god,also,thus,ye,do,in,all,which,unto,thy,thee,thou,shalt,many,one,have,whom,my,for,verily,say,from,other,me,his,as,those,now,when,each,how,upon,inasmuch,out,among,again,whatsoever,wherewith,them,forth,into,your,lord,cometh,wherefore,lest,who,what,will,yea,make,these,could,thereunto,whoso,whosoever,seemeth,notwithstanding,whereon,did,then,ever,must,thereof,hath,therein,hast,outward,some,whereby,therefore,whither,much,wheresoever,neither,without,till,whereunto,underneath,where,had,ought,wherewithal,no,once,becometh,shouldst,hence,didst,doeth,was,because,thereon,whose,we,whence,therefrom,been,became,thence,therewith,were,oft,like,our,an,let,thyself,thine,abundance,being,throughout,himself,such,should,would,said,thereby,anything,henceforth,yet,wherein,a_percentage_use,n_percentage_use,d_percentage_use,i_percentage_use,f_percentage_use,y_percentage_use,m_percentage_use,o_percentage_use,r_percentage_use,w_percentage_use,s_percentage_use,h_percentage_use,l_percentage_use,c_percentage_use,t_percentage_use,u_percentage_use,e_percentage_use,b_percentage_use,v_percentage_use,g_percentage_use,p_percentage_use,q_percentage_use,k_percentage_use,â_percentage_use,x_percentage_use,j_percentage_use,z_percentage_use,ã_percentage_use,Total_Word_Count,AVG_Letter_Per_Word,AVG_Word_Per_Verse,Total_Function_Word_Count
Joseph Smith,60,20,3,32,46,25,31,33,64,2,1,15,7,5,14,5,2,5,1,9,7,3,28,2,9,2,1,23,5,1,3,33,6,11,6,9,22,2,2,3,3,2,1,16,4,10,11,5,7,5,2,7,2,5,1,1,4,1,2,3,2,2,2,4,1,1,1,3,1,3,5,2,1,1,1,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.08000901510029299,0.06310570205093531,0.043047103899030874,0.05341446923597025,0.025242280820374125,0.03065134099616858,0.02636916835699797,0.07662835249042145,0.05228758169934641,0.014198782961460446,0.05228758169934641,0.08496732026143791,0.04597701149425287,0.02389001577642551,0.08406581023213883,0.02681992337164751,0.13026819923371646,0.016677935542032906,0.01555104800540906,0.012395762902862295,0.014649537976109983,0.000450755014649538,0.005409060175794456,0.000901510029299076,0.000450755014649538,0.000450755014649538,0,0,1150,3.858260869565217,29.71794871794872,685.9801667793554
