Author,and,they,will,the,of,to,them,that,not,my,thus,your,in,may,forth,but,is,because,unto,these,what,shall,do,it,have,said,be,say,as,or,from,therefore,make,all,now,verily,an,those,which,out,upon,yea,was,more,would,are,till,who,than,there,many,me,should,also,their,according,had,if,were,other,did,whosoever,whatsoever,for,among,such,neither,god,he,much,her,cometh,him,lord,with,notwithstanding,must,thereof,therein,some,without,thee,wherewith,ought,wherewithal,lest,thereon,therewith,oft,thine,being,himself,inasmuch,henceforth,yet,shalt,whereon,outward,by,no,becometh,shouldst,hence,man,each,whence,therefrom,became,his,our,ye,let,thyself,thereby,one,whoso,every,hath,whereby,whereunto,underneath,doeth,whose,whom,been,again,how,thy,abundance,wherefore,anything,when,could,thereunto,seemeth,then,ever,into,hast,wheresoever,thou,where,once,didst,we,thence,like,throughout,whither,wherein,a_percentage_use,n_percentage_use,d_percentage_use,b_percentage_use,e_percentage_use,h_percentage_use,o_percentage_use,l_percentage_use,t_percentage_use,y_percentage_use,w_percentage_use,i_percentage_use,p_percentage_use,u_percentage_use,s_percentage_use,r_percentage_use,f_percentage_use,m_percentage_use,g_percentage_use,v_percentage_use,k_percentage_use,c_percentage_use,â_percentage_use,j_percentage_use,ã_percentage_use,q_percentage_use,x_percentage_use,z_percentage_use,Total_Word_Count,AVG_Letter_Per_Word,AVG_Word_Per_Verse,Total_Function_Word_Count
Joseph Smith,43,19,17,54,42,23,11,29,28,29,3,6,19,6,3,8,18,3,23,3,1,11,11,16,12,5,6,6,4,5,1,6,1,6,7,3,2,5,16,1,7,10,5,3,1,3,1,4,2,3,2,8,6,4,14,2,2,4,3,2,2,4,1,4,1,1,1,2,2,1,2,1,2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.06519384881957982,0.06714316655837124,0.039202945635694174,0.013428633311674248,0.10807883907299112,0.0825211176088369,0.08035520901017977,0.042018626813948454,0.09833225037903401,0.026857266623348496,0.022742040285899934,0.07017543859649122,0.017977041368854235,0.029672947801602772,0.0554472601256227,0.050465670348711286,0.016894087069525665,0.026424084903617067,0.018193632228719947,0.009746588693957114,0.005414771496642842,0.02360840372536279,0.0017327268789257093,0.0008663634394628547,0,0,0,0,1119,4.126005361930295,28.846153846153847,623.972492960797
