Author,and,an,to,be,unto,all,the,into,of,himself,or,as,seemeth,him,he,shall,for,god,verily,say,lord,that,should,their,will,is,let,them,do,lest,they,it,by,again,inasmuch,there,forth,these,in,from,not,but,according,which,my,also,with,have,no,man,been,upon,his,who,are,some,whom,must,every,cometh,those,yea,whose,me,wherefore,thus,thou,shalt,thy,thyself,neither,anything,like,more,your,thine,other,may,ye,much,thereof,hath,were,when,could,thereunto,whoso,whosoever,notwithstanding,whereon,did,then,ever,therein,hast,outward,whereby,now,therefore,whither,make,wheresoever,without,thee,wherewith,till,whereunto,her,underneath,where,had,ought,wherewithal,many,once,becometh,shouldst,hence,didst,doeth,was,because,thereon,each,whence,we,among,therefrom,if,became,thence,therewith,oft,out,whatsoever,our,how,throughout,abundance,being,such,what,would,said,thereby,one,henceforth,yet,than,wherein,a_percentage_use,n_percentage_use,d_percentage_use,e_percentage_use,p_percentage_use,i_percentage_use,s_percentage_use,t_percentage_use,l_percentage_use,u_percentage_use,b_percentage_use,c_percentage_use,r_percentage_use,o_percentage_use,h_percentage_use,m_percentage_use,y_percentage_use,f_percentage_use,g_percentage_use,v_percentage_use,w_percentage_use,k_percentage_use,j_percentage_use,x_percentage_use,z_percentage_use,â_percentage_use,ã_percentage_use,q_percentage_use,Total_Word_Count,AVG_Letter_Per_Word,AVG_Word_Per_Verse,Total_Function_Word_Count
Joseph Smith,59,3,23,20,18,14,77,2,33,1,12,11,1,4,7,12,27,7,5,2,7,16,1,6,1,8,16,12,5,1,8,6,9,1,3,2,3,3,16,9,8,3,2,10,8,4,16,4,1,5,1,6,5,4,7,1,1,2,1,1,3,5,1,1,1,1,10,9,15,2,2,1,1,1,1,1,3,2,2,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.06910211267605634,0.07152288732394366,0.04445422535211268,0.12169894366197183,0.011663732394366197,0.05479753521126761,0.05897887323943662,0.10167253521126761,0.04445422535211268,0.021566901408450703,0.01716549295774648,0.02266725352112676,0.05787852112676056,0.07834507042253522,0.08450704225352113,0.02464788732394366,0.021346830985915492,0.027068661971830985,0.01738556338028169,0.009242957746478873,0.014744718309859154,0.003961267605633803,0.0013204225352112676,0.0008802816901408451,0.00044014084507042255,0.0008802816901408451,0,0,1093,4.1573650503202195,28.23076923076923,627.9823943661971
