Author,for,and,the,lord,is,god,ever,will,unto,by,of,he,shall,in,to,their,if,it,were,not,would,be,his,neither,they,from,that,which,hath,said,therefore,are,one,but,man,may,have,many,do,yet,must,upon,him,been,with,these,how,your,also,did,them,oft,should,more,than,all,every,thou,because,hast,again,shalt,as,other,no,when,had,thee,was,into,who,thy,my,forth,inasmuch,whom,now,among,ye,an,thus,could,thereunto,whoso,according,whosoever,seemeth,notwithstanding,whereon,those,then,verily,thereof,therein,outward,some,whereby,cometh,there,whither,make,much,wheresoever,without,till,wherewith,whereunto,her,underneath,where,ought,wherewithal,once,lest,becometh,shouldst,me,hence,doeth,didst,thereon,whose,each,yea,whence,we,therefrom,became,say,or,thence,therewith,like,out,whatsoever,our,thyself,let,abundance,thine,throughout,being,himself,wherefore,such,what,thereby,anything,henceforth,wherein,f_percentage_use,o_percentage_use,r_percentage_use,b_percentage_use,e_percentage_use,h_percentage_use,l_percentage_use,d_percentage_use,a_percentage_use,n_percentage_use,t_percentage_use,i_percentage_use,s_percentage_use,g_percentage_use,p_percentage_use,c_percentage_use,u_percentage_use,v_percentage_use,m_percentage_use,w_percentage_use,y_percentage_use,j_percentage_use,k_percentage_use,â_percentage_use,x_percentage_use,z_percentage_use,q_percentage_use,ã_percentage_use,Total_Word_Count,AVG_Letter_Per_Word,AVG_Word_Per_Verse,Total_Function_Word_Count
Joseph Smith,10,54,77,6,10,17,1,2,3,1,37,11,5,11,23,8,5,2,4,8,3,7,14,3,4,2,16,10,1,1,4,3,1,5,3,3,11,2,3,2,1,4,3,3,5,3,2,2,1,1,1,1,2,2,1,2,1,12,3,3,1,1,2,1,1,1,1,1,1,1,2,2,2,2,1,1,1,1,5,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.02636586028812177,0.08100027181299266,0.05871160641478663,0.014406088611035607,0.12829573253601523,0.08698015765153574,0.03452025006795325,0.05001359064963305,0.07094319108453384,0.05816798042946453,0.10138624626257135,0.053003533568904596,0.058439793422125574,0.019570535471595544,0.01386246262571351,0.018211470508290296,0.02718129926610492,0.011144332699103017,0.02663767328078282,0.018755096493612396,0.015765153574340853,0.0021745039412883935,0.0062516988312041315,0.001359064963305246,0.0005436259853220984,0.0002718129926610492,0.0008154389779831476,0,865,4.253179190751445,22.41025641025641,475.984778472411
