Author,wherefore,and,will,with,unto,as,in,of,it,my,them,the,ye,have,me,when,shall,to,that,your,for,upon,from,be,how,also,now,which,is,god,say,but,verily,among,all,there,not,one,every,cometh,these,they,again,his,forth,their,because,an,many,yet,lord,had,were,said,may,been,like,are,then,he,man,into,if,what,thine,thy,was,who,according,more,notwithstanding,must,thereof,therein,some,neither,without,thee,wherewith,ought,wherewithal,lest,thereon,therewith,oft,being,himself,inasmuch,henceforth,thus,shalt,whereon,those,outward,by,till,no,becometh,shouldst,hence,each,yea,whence,therefrom,became,out,whatsoever,our,thyself,let,do,thereby,whoso,hath,whereby,therefore,other,whereunto,her,underneath,doeth,whose,whom,abundance,such,him,would,anything,than,make,could,thereunto,whosoever,seemeth,did,ever,hast,much,wheresoever,thou,where,once,didst,we,or,thence,throughout,should,whither,wherein,w_percentage_use,h_percentage_use,e_percentage_use,r_percentage_use,f_percentage_use,o_percentage_use,a_percentage_use,k_percentage_use,n_percentage_use,d_percentage_use,i_percentage_use,l_percentage_use,s_percentage_use,t_percentage_use,y_percentage_use,u_percentage_use,p_percentage_use,m_percentage_use,c_percentage_use,b_percentage_use,g_percentage_use,v_percentage_use,j_percentage_use,â_percentage_use,x_percentage_use,q_percentage_use,ã_percentage_use,z_percentage_use,Total_Word_Count,AVG_Letter_Per_Word,AVG_Word_Per_Verse,Total_Function_Word_Count
Joseph Smith,2,81,10,6,14,7,26,35,11,7,9,77,16,11,11,8,75,11,29,7,13,6,4,28,1,4,5,8,5,3,9,8,1,4,7,3,9,3,1,1,6,24,1,4,7,7,3,2,1,2,8,1,1,1,1,1,1,4,8,3,1,2,1,1,1,1,3,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.018973214285714284,0.08549107142857143,0.12075892857142857,0.03861607142857143,0.022767857142857142,0.06964285714285715,0.08883928571428572,0.006696428571428571,0.071875,0.04241071428571429,0.05089285714285714,0.06964285714285715,0.06674107142857143,0.08950892857142857,0.02388392857142857,0.0234375,0.011607142857142858,0.0234375,0.01763392857142857,0.014508928571428572,0.012723214285714286,0.008482142857142856,0.0011160714285714285,0.0004464285714285714,0.0002232142857142857,0.0011160714285714285,0,0,1135,3.947136563876652,29.153846153846153,673.9814732142858
