Author,let,not,your,be,for,in,my,are,many,and,have,where,there,ye,shall,also,the,lord,with,who,they,do,their,of,all,which,unto,them,verily,say,that,will,whatsoever,if,said,again,to,from,now,or,once,it,neither,but,as,being,out,an,he,these,into,me,then,him,no,more,upon,thine,thou,shalt,thy,is,according,his,by,should,did,would,had,god,thee,oft,wherewith,thus,thereof,whoso,notwithstanding,must,therein,some,without,ought,wherewithal,lest,because,thereon,therewith,himself,what,inasmuch,henceforth,yet,whereon,those,wherein,outward,cometh,till,becometh,shouldst,hence,was,man,each,yea,whence,therefrom,became,our,thyself,thereby,one,every,hath,whereby,therefore,whereunto,her,underneath,doeth,whose,whom,been,how,abundance,wherefore,such,anything,than,make,when,could,thereunto,whosoever,seemeth,ever,hast,much,wheresoever,may,didst,we,among,thence,were,like,throughout,forth,whither,other,l_percentage_use,e_percentage_use,t_percentage_use,n_percentage_use,o_percentage_use,y_percentage_use,u_percentage_use,r_percentage_use,h_percentage_use,a_percentage_use,s_percentage_use,b_percentage_use,d_percentage_use,f_percentage_use,i_percentage_use,m_percentage_use,â_percentage_use,v_percentage_use,p_percentage_use,c_percentage_use,w_percentage_use,k_percentage_use,g_percentage_use,j_percentage_use,q_percentage_use,ã_percentage_use,x_percentage_use,z_percentage_use,Total_Word_Count,AVG_Letter_Per_Word,AVG_Word_Per_Verse,Total_Function_Word_Count
Joseph Smith,1,19,14,13,8,11,10,3,2,83,8,1,1,8,22,3,47,14,4,3,11,6,17,14,13,2,24,12,3,4,11,5,3,21,1,5,14,4,2,10,1,8,3,4,8,1,5,3,16,3,3,6,5,11,3,4,7,12,12,10,8,7,1,4,2,4,1,2,1,3,10,1,4,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.04332790886899918,0.12388120423108218,0.09987794955248169,0.07750203417412531,0.06855166802278274,0.024410089503661515,0.029292107404393815,0.05512611879576892,0.07302685109845403,0.07668836452400325,0.05227827502034174,0.011391375101708706,0.045565500406834825,0.019934906427990236,0.0677379983726607,0.025427176566314078,0.0026444263628966637,0.012001627339300243,0.01403580146460537,0.016680227827502035,0.011391375101708706,0.0024410089503661514,0.01708706265256306,0.0024410089503661514,0.0002034174125305126,0,0,0,1128,4.358156028368795,29.153846153846153,633.9729454841334
