Author,and,is,to,forth,among,the,of,god,my,which,than,therefore,unto,whoso,let,him,in,his,with,that,he,may,for,yea,whosoever,will,if,me,shall,it,be,now,as,have,say,not,but,then,hath,verily,much,according,thou,hast,or,shalt,an,thee,by,these,your,do,ye,all,whatsoever,are,those,been,also,upon,who,their,many,them,more,notwithstanding,must,thereof,therein,some,they,neither,without,wherewith,had,ought,wherewithal,lest,because,thereon,therewith,oft,thine,being,himself,what,said,inasmuch,henceforth,yet,thus,whereon,outward,cometh,till,no,becometh,shouldst,hence,was,man,each,whence,therefrom,became,out,our,thyself,thereby,one,every,whereby,other,whereunto,her,underneath,doeth,whose,whom,from,again,how,thy,lord,abundance,wherefore,such,would,anything,make,when,could,thereunto,seemeth,did,ever,into,there,wheresoever,where,once,didst,we,thence,were,like,throughout,should,whither,wherein,a_percentage_use,g_percentage_use,r_percentage_use,e_percentage_use,t_percentage_use,n_percentage_use,d_percentage_use,m_percentage_use,v_percentage_use,l_percentage_use,o_percentage_use,u_percentage_use,s_percentage_use,w_percentage_use,k_percentage_use,i_percentage_use,b_percentage_use,c_percentage_use,f_percentage_use,h_percentage_use,y_percentage_use,q_percentage_use,p_percentage_use,j_percentage_use,z_percentage_use,â_percentage_use,ã_percentage_use,x_percentage_use,Total_Word_Count,AVG_Letter_Per_Word,AVG_Word_Per_Verse,Total_Function_Word_Count
Joseph Smith,31,15,29,7,4,32,31,10,32,16,2,6,23,2,2,3,18,7,6,16,3,4,6,6,1,5,5,8,22,5,11,4,4,7,6,5,5,6,2,8,1,4,4,1,4,1,1,3,2,2,12,2,1,7,1,3,1,1,1,1,2,1,1,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.06500956022944551,0.02075935536738596,0.051352089593007376,0.10325047801147227,0.08385686970773013,0.060092870800327776,0.04288445779841573,0.03195848128926523,0.012564872985523081,0.04725484840207594,0.08904670854957662,0.03468997541655285,0.054629882545752524,0.022398251843758536,0.01037967768369298,0.07129199672220704,0.014203769461895657,0.021032504780114723,0.018847309478284623,0.07320404261130839,0.03277792952745152,0.0005462988254575252,0.014203769461895657,0.002185195301830101,0.0002731494127287626,0.0005462988254575252,0,0,912,4.014254385964913,23.58974358974359,474.9792406446326
