Author,and,again,verily,say,unto,is,my,for,the,lord,him,because,of,his,he,that,which,me,let,in,your,to,by,shall,not,if,be,do,have,hath,will,with,it,should,as,himself,when,may,did,who,also,without,therefore,upon,like,no,man,such,one,them,from,therein,all,or,god,ye,yea,there,was,they,those,are,wherein,but,these,had,her,how,been,thereof,whereon,where,whom,out,their,make,neither,more,were,an,thus,could,thereunto,whoso,according,whosoever,seemeth,notwithstanding,shalt,every,then,ever,must,into,hast,outward,some,now,cometh,whereby,whither,much,wheresoever,thee,till,wherewith,whereunto,underneath,thou,many,ought,wherewithal,once,lest,becometh,shouldst,hence,doeth,didst,thereon,whose,each,whence,anything,we,among,therefrom,became,thence,therewith,oft,whatsoever,our,thy,thyself,abundance,throughout,thine,being,wherefore,forth,what,would,said,thereby,inasmuch,henceforth,yet,than,other,a_percentage_use,n_percentage_use,d_percentage_use,g_percentage_use,i_percentage_use,v_percentage_use,e_percentage_use,r_percentage_use,l_percentage_use,y_percentage_use,s_percentage_use,u_percentage_use,t_percentage_use,o_percentage_use,b_percentage_use,m_percentage_use,h_percentage_use,f_percentage_use,c_percentage_use,w_percentage_use,j_percentage_use,â_percentage_use,p_percentage_use,k_percentage_use,z_percentage_use,q_percentage_use,x_percentage_use,ã_percentage_use,Total_Word_Count,AVG_Letter_Per_Word,AVG_Word_Per_Verse,Total_Function_Word_Count
Joseph Smith,98,7,10,13,46,11,46,39,86,15,5,4,47,7,21,30,19,18,6,14,37,32,10,25,19,10,23,6,15,2,12,17,16,3,6,1,2,11,1,7,3,1,4,9,1,2,1,1,1,8,6,5,15,2,6,10,1,2,3,9,9,7,3,4,2,2,2,1,4,1,1,1,3,1,8,2,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0781551238321222,0.07148153640812695,0.04196944979979238,0.01542340204656681,0.0665875722971971,0.010974343763903308,0.11137475900934302,0.05264718967818478,0.04182114785703693,0.03129170992139997,0.053833605220228384,0.03262642740619902,0.0864600326264274,0.08734984428296011,0.01720302535963221,0.03099510603588907,0.07148153640812695,0.023580008898116567,0.020613970043007565,0.01720302535963221,0.0017796233130654012,0.0004449058282663503,0.01675811953136586,0.0032626427406199023,0.0010381135992881506,0.0005932077710218003,0.0005932077710218003,0,1656,4.071859903381642,42.51282051282051,942.9875426368086
