Author,it,is,my,will,that,should,be,and,in,the,of,his,not,but,to,which,now,unto,him,all,shall,thereunto,for,again,verily,say,lord,as,therefore,your,may,there,was,when,himself,from,have,notwithstanding,inasmuch,he,me,wherewith,if,are,because,such,god,out,or,being,they,other,an,their,also,these,no,upon,throughout,outward,man,by,them,with,among,those,who,according,more,must,thereof,therein,some,neither,without,thee,had,ought,wherewithal,lest,thereon,therewith,oft,thine,what,said,henceforth,yet,thus,shalt,whereon,cometh,till,many,becometh,shouldst,hence,each,yea,whence,therefrom,became,whatsoever,our,ye,let,do,thyself,thereby,one,whoso,every,hath,whereby,whereunto,her,underneath,doeth,whose,whom,been,how,thy,abundance,wherefore,would,anything,than,make,could,whosoever,seemeth,did,then,ever,into,hast,much,wheresoever,thou,where,once,didst,we,thence,were,like,forth,whither,wherein,i_percentage_use,t_percentage_use,s_percentage_use,m_percentage_use,y_percentage_use,w_percentage_use,l_percentage_use,h_percentage_use,a_percentage_use,e_percentage_use,r_percentage_use,v_percentage_use,n_percentage_use,â_percentage_use,c_percentage_use,o_percentage_use,d_percentage_use,u_percentage_use,b_percentage_use,p_percentage_use,g_percentage_use,f_percentage_use,j_percentage_use,k_percentage_use,z_percentage_use,q_percentage_use,x_percentage_use,ã_percentage_use,Total_Word_Count,AVG_Letter_Per_Word,AVG_Word_Per_Verse,Total_Function_Word_Count
Joseph Smith,6,16,8,5,6,2,8,49,33,116,62,9,3,4,32,1,1,7,5,11,2,1,4,2,2,2,1,4,2,1,3,5,4,4,2,4,7,1,1,6,1,1,1,9,3,1,2,2,14,1,4,4,4,4,2,2,3,1,1,2,1,3,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0780126389191545,0.08781869688385269,0.05600348659838745,0.019612115929396382,0.014818043146655045,0.01263891915449989,0.035519721072129,0.07844846371758553,0.06602745696230115,0.1316190891261713,0.06297668337328394,0.010023970363913707,0.061669208977990844,0.0013074743952930922,0.03203312268468076,0.07866637611680105,0.045979516234473744,0.02026585312704293,0.007844846371758554,0.022444977119198083,0.017650904336456743,0.03159729788624973,0.0010895619960775767,0.005229897581172369,0.0032686859882327304,0.0013074743952930922,0.00021791239921551536,0,1014,4.5256410256410255,26.153846153846153,513.9840923948573
