Author,and,as,many,are,in,my,which,is,to,the,shall,be,of,there,other,whereby,man,wherefore,all,must,upon,them,for,that,they,if,not,by,have,now,who,unto,yea,with,into,every,me,according,it,god,your,lord,these,but,one,were,could,also,out,their,when,will,among,may,he,him,whose,his,thereof,hath,or,forth,those,no,again,more,than,how,from,notwithstanding,verily,therein,some,neither,without,thee,wherewith,had,ought,wherewithal,lest,because,thereon,therewith,oft,an,thine,being,himself,what,said,inasmuch,henceforth,yet,thus,shalt,whereon,outward,cometh,till,becometh,shouldst,hence,was,each,whence,therefrom,became,whatsoever,our,ye,let,do,thyself,thereby,whoso,therefore,whereunto,her,underneath,doeth,whom,been,thy,abundance,such,would,anything,make,thereunto,whosoever,seemeth,did,then,ever,hast,much,wheresoever,thou,where,once,didst,we,say,thence,like,throughout,should,whither,wherein,a_percentage_use,n_percentage_use,d_percentage_use,s_percentage_use,m_percentage_use,y_percentage_use,r_percentage_use,e_percentage_use,p_percentage_use,t_percentage_use,b_percentage_use,i_percentage_use,z_percentage_use,w_percentage_use,h_percentage_use,c_percentage_use,j_percentage_use,u_percentage_use,o_percentage_use,l_percentage_use,v_percentage_use,g_percentage_use,f_percentage_use,k_percentage_use,â_percentage_use,x_percentage_use,ã_percentage_use,q_percentage_use,Total_Word_Count,AVG_Letter_Per_Word,AVG_Word_Per_Verse,Total_Function_Word_Count
Joseph Smith,51,4,2,17,10,28,15,19,19,47,15,8,32,3,2,1,5,9,7,8,6,10,11,14,15,3,11,7,12,4,7,19,3,2,2,3,5,5,12,4,6,3,2,4,2,1,1,1,1,3,1,3,1,3,2,1,1,2,1,1,1,1,1,1,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.07231234533956557,0.07396205664008798,0.040967830629639816,0.05004124278251306,0.034918889194390984,0.03299422601044817,0.05416552103381908,0.12537805883970304,0.01539730547154248,0.08578498762716524,0.010998075336816057,0.05554028045092109,0.0010998075336816058,0.02474566950783613,0.07038768215562277,0.020896343139950507,0.002474566950783613,0.02886994775914215,0.0769865273577124,0.03464393731097058,0.013747594171020072,0.01704701677206489,0.02364586197415452,0.0074237008523508384,0.0013747594171020072,0.0005499037668408029,0,0,910,3.9967032967032967,23.435897435897434,506.97635413802584
