Author,my,was,by,his,to,the,of,god,from,and,in,their,with,all,unto,them,is,an,those,who,were,whose,that,they,shall,as,are,upon,whatsoever,when,be,will,lord,ye,wherefore,do,not,for,me,also,into,every,which,have,he,it,man,many,now,there,other,according,if,among,or,no,but,may,must,again,inasmuch,her,had,these,ought,let,thereof,him,neither,therefrom,more,notwithstanding,verily,your,therein,some,without,thee,wherewith,wherewithal,lest,because,thereon,therewith,oft,thine,being,himself,what,said,henceforth,yet,thus,shalt,whereon,outward,cometh,till,becometh,shouldst,hence,each,yea,whence,became,out,our,thyself,thereby,one,whoso,hath,whereby,therefore,whereunto,underneath,doeth,whom,been,how,thy,abundance,such,would,anything,than,make,could,thereunto,whosoever,seemeth,did,then,ever,hast,much,wheresoever,thou,where,once,didst,we,say,thence,like,throughout,forth,should,whither,wherein,m_percentage_use,y_percentage_use,s_percentage_use,e_percentage_use,r_percentage_use,v_percentage_use,a_percentage_use,n_percentage_use,t_percentage_use,o_percentage_use,h_percentage_use,d_percentage_use,w_percentage_use,c_percentage_use,l_percentage_use,b_percentage_use,i_percentage_use,p_percentage_use,g_percentage_use,f_percentage_use,k_percentage_use,u_percentage_use,x_percentage_use,â_percentage_use,j_percentage_use,z_percentage_use,q_percentage_use,ã_percentage_use,Total_Word_Count,AVG_Letter_Per_Word,AVG_Word_Per_Verse,Total_Function_Word_Count
Joseph Smith,9,2,11,2,26,99,60,4,5,55,18,11,4,6,19,8,9,1,1,3,1,1,11,16,26,8,12,3,1,4,32,2,13,3,4,2,10,8,1,7,1,1,3,3,11,5,2,1,2,2,1,2,4,3,6,3,3,2,2,2,3,2,2,3,1,2,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.022058823529411766,0.022058823529411766,0.05659536541889483,0.12410873440285206,0.0570409982174688,0.010026737967914439,0.07620320855614973,0.07375222816399286,0.09113190730837789,0.08088235294117647,0.07709447415329768,0.04478609625668449,0.0106951871657754,0.022058823529411766,0.042557932263814616,0.019162210338680926,0.06350267379679145,0.017379679144385027,0.01715686274509804,0.02874331550802139,0.004010695187165776,0.01626559714795009,0.0006684491978609625,0.0011140819964349377,0.00089126559714795,0.0033422459893048127,0.0002228163992869875,0,1063,4.222013170272813,27.358974358974358,594.9835115864528
