Author,for,is,the,and,that,unto,of,there,be,it,because,ye,me,not,in,neither,do,but,if,then,shall,your,where,also,god,whom,he,hath,therefore,my,to,many,are,they,verily,say,man,according,by,or,all,no,wherein,yet,forth,into,their,lord,which,out,have,thy,will,thee,as,was,whatsoever,his,upon,whose,were,should,could,them,himself,did,from,among,other,thou,shalt,him,than,those,who,had,these,an,what,with,her,been,make,again,one,without,let,said,henceforth,lest,now,thereunto,anything,may,when,more,yea,wherefore,every,cometh,thus,like,ever,some,thine,how,hast,thereof,whereon,being,would,whoso,whosoever,seemeth,notwithstanding,must,therein,outward,whereby,much,wheresoever,till,wherewith,whereunto,underneath,ought,wherewithal,once,becometh,hence,shouldst,didst,doeth,thereon,each,whence,we,therefrom,became,thence,therewith,oft,our,thyself,abundance,throughout,such,thereby,inasmuch,whither,f_percentage_use,o_percentage_use,r_percentage_use,s_percentage_use,t_percentage_use,a_percentage_use,i_percentage_use,h_percentage_use,e_percentage_use,g_percentage_use,n_percentage_use,d_percentage_use,w_percentage_use,y_percentage_use,l_percentage_use,u_percentage_use,x_percentage_use,c_percentage_use,v_percentage_use,b_percentage_use,m_percentage_use,k_percentage_use,â_percentage_use,j_percentage_use,p_percentage_use,q_percentage_use,z_percentage_use,ã_percentage_use,Total_Word_Count,AVG_Letter_Per_Word,AVG_Word_Per_Verse,Total_Function_Word_Count
Joseph Smith,56,21,314,304,64,71,149,8,70,26,7,45,16,45,69,6,8,13,21,8,104,15,2,14,29,2,47,17,12,71,70,9,21,45,20,13,12,14,22,6,41,7,5,2,15,9,24,57,22,15,27,14,22,6,23,26,5,47,33,1,22,3,2,18,2,10,20,10,5,8,3,41,2,5,27,7,5,7,1,25,16,6,8,8,8,3,12,3,2,2,5,1,1,5,11,1,7,4,2,4,2,3,3,1,1,2,1,1,1,1,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.022639277263927726,0.07673693267369326,0.05554958055495805,0.05205420520542052,0.08555603355560336,0.08275973327597333,0.059313830931383094,0.0794794579479458,0.12481178748117874,0.01704667670466767,0.07442460744246074,0.047322004732200475,0.019627876962787696,0.023661002366100237,0.04474080447408045,0.020757152075715206,0.0005377500537750054,0.01801462680146268,0.014519251451925145,0.014895676489567649,0.02801677780167778,0.004355775435577544,0.0008066250806625081,0.0018821251882125188,0.012475801247580125,0.00010755001075500108,0.0006453000645300065,0,4537,4.098743663213577,33.21167883211679,2617.982738223274
