Author,is,according,to,the,and,wherefore,me,no,more,but,that,he,who,doeth,of,shall,his,in,lord,have,it,thus,unto,are,from,whence,they,with,some,not,for,will,their,which,them,because,man,such,if,be,among,when,make,my,all,what,god,verily,your,let,there,or,as,seemeth,thence,without,upon,by,him,now,been,thou,shalt,thy,neither,may,hast,those,thee,lest,hath,ye,whose,say,many,yea,these,would,should,were,one,inasmuch,could,thereunto,whoso,whosoever,notwithstanding,whereon,did,every,then,ever,must,thereof,also,therein,into,outward,whereby,cometh,therefore,whither,much,wheresoever,other,till,wherewith,whereunto,her,underneath,where,had,ought,wherewithal,once,becometh,shouldst,hence,didst,was,thereon,whom,each,we,therefrom,became,again,therewith,like,oft,out,whatsoever,our,how,an,thyself,do,thine,abundance,being,throughout,himself,forth,said,thereby,anything,henceforth,yet,than,wherein,b_percentage_use,e_percentage_use,h_percentage_use,o_percentage_use,l_percentage_use,d_percentage_use,t_percentage_use,i_percentage_use,s_percentage_use,a_percentage_use,c_percentage_use,r_percentage_use,n_percentage_use,g_percentage_use,w_percentage_use,p_percentage_use,f_percentage_use,u_percentage_use,m_percentage_use,k_percentage_use,v_percentage_use,y_percentage_use,j_percentage_use,q_percentage_use,z_percentage_use,x_percentage_use,â_percentage_use,ã_percentage_use,Total_Word_Count,AVG_Letter_Per_Word,AVG_Word_Per_Verse,Total_Function_Word_Count
Joseph Smith,15,1,12,54,43,4,5,1,3,7,18,4,10,1,23,10,2,18,8,8,14,3,16,10,6,3,12,8,1,17,15,5,10,6,10,1,1,1,1,9,5,1,2,13,5,1,1,4,5,10,2,2,5,1,1,1,7,4,6,4,1,5,3,4,2,2,2,2,1,1,1,4,1,2,2,1,2,1,2,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.012690355329949238,0.12791878172588833,0.07741116751269035,0.07385786802030457,0.0416243654822335,0.03781725888324873,0.09644670050761421,0.06472081218274112,0.05152284263959391,0.06776649746192893,0.02131979695431472,0.05685279187817259,0.07030456852791878,0.015482233502538072,0.02284263959390863,0.015228426395939087,0.02233502538071066,0.031218274111675128,0.029949238578680204,0.006598984771573604,0.012436548223350254,0.025888324873096447,0.0027918781725888324,0.0002538071065989848,0.0002538071065989848,0.0002538071065989848,0.0005076142131979696,0,955,4.12565445026178,24.94871794871795,518.9862944162437
