Author,and,it,shall,be,more,for,the,in,of,than,that,therefore,your,ye,all,again,thus,lord,unto,my,who,have,his,will,say,is,to,those,also,are,must,wherefore,inasmuch,as,their,let,such,them,not,into,or,they,from,by,whither,verily,every,man,him,he,thereof,god,there,no,out,neither,me,yea,make,many,which,yet,we,being,our,one,were,was,whom,with,had,forth,now,upon,these,ever,when,could,thereunto,whoso,according,whosoever,seemeth,notwithstanding,shalt,whereon,did,then,hath,therein,hast,outward,some,whereby,cometh,much,wheresoever,without,thee,wherewith,till,whereunto,her,underneath,thou,where,other,ought,wherewithal,once,may,lest,becometh,shouldst,but,hence,doeth,because,thereon,didst,whose,each,whence,among,therefrom,if,been,became,thence,therewith,like,oft,whatsoever,how,thy,an,thyself,do,thine,abundance,throughout,himself,what,would,said,thereby,should,anything,henceforth,wherein,a_percentage_use,n_percentage_use,d_percentage_use,i_percentage_use,t_percentage_use,s_percentage_use,h_percentage_use,l_percentage_use,b_percentage_use,e_percentage_use,m_percentage_use,o_percentage_use,r_percentage_use,f_percentage_use,y_percentage_use,j_percentage_use,u_percentage_use,g_percentage_use,p_percentage_use,v_percentage_use,c_percentage_use,w_percentage_use,k_percentage_use,â_percentage_use,x_percentage_use,z_percentage_use,ã_percentage_use,q_percentage_use,Total_Word_Count,AVG_Letter_Per_Word,AVG_Word_Per_Verse,Total_Function_Word_Count
Joseph Smith,63,4,15,11,1,12,79,15,40,1,5,1,4,5,6,2,2,8,14,21,13,4,13,7,2,8,21,7,8,5,1,2,1,4,6,6,1,10,4,2,3,6,5,4,1,1,2,4,4,3,1,2,2,1,1,1,2,2,2,1,6,1,9,1,4,1,6,4,3,1,1,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.06842241156726052,0.07926671830622256,0.042602633617350893,0.05731990704879938,0.08468887167570359,0.06016008262328944,0.07616834495223342,0.03847146914536535,0.010844306738962044,0.12470952749806352,0.027368964626904208,0.08004131164471985,0.06145107152078492,0.023495997934417763,0.023495997934417763,0.0020655822359927703,0.023754195713916862,0.019364833462432222,0.011102504518461141,0.014459075651949394,0.017041053446940357,0.023237800154918668,0.0036147689129873485,0.0018073844564936742,0.000774593338497289,0.0002581977794990963,0,0,946,4.094080338266385,24.435897435897434,524.9759876065066
