Author,and,shall,them,the,when,they,be,in,not,those,that,your,say,unto,but,for,will,it,by,what,do,whither,lest,into,with,these,are,of,man,me,now,my,him,as,he,which,have,is,among,also,their,to,no,other,may,ye,lord,god,whose,than,verily,every,there,doeth,many,because,all,forth,out,from,yea,wherefore,who,upon,make,his,one,then,cometh,or,if,whoso,according,more,notwithstanding,must,thereof,therein,some,neither,without,thee,wherewith,had,ought,wherewithal,thereon,therewith,oft,an,thine,being,himself,said,inasmuch,henceforth,yet,thus,shalt,whereon,outward,till,becometh,shouldst,hence,was,each,whence,therefrom,became,whatsoever,our,thyself,let,thereby,hath,whereby,therefore,whereunto,her,underneath,whom,been,again,how,thy,abundance,such,would,anything,could,thereunto,whosoever,seemeth,did,ever,hast,much,wheresoever,thou,where,once,didst,we,thence,were,like,throughout,should,wherein,a_percentage_use,n_percentage_use,d_percentage_use,y_percentage_use,o_percentage_use,u_percentage_use,s_percentage_use,h_percentage_use,l_percentage_use,t_percentage_use,r_percentage_use,e_percentage_use,g_percentage_use,m_percentage_use,p_percentage_use,i_percentage_use,w_percentage_use,b_percentage_use,f_percentage_use,c_percentage_use,v_percentage_use,k_percentage_use,j_percentage_use,â_percentage_use,z_percentage_use,q_percentage_use,ã_percentage_use,x_percentage_use,Total_Word_Count,AVG_Letter_Per_Word,AVG_Word_Per_Verse,Total_Function_Word_Count
Joseph Smith,67,23,8,43,1,10,17,10,7,1,15,17,9,16,2,8,10,3,4,2,1,1,1,3,10,2,4,28,1,5,1,13,2,5,2,3,3,10,1,1,3,10,1,1,2,6,3,2,1,1,10,2,1,1,2,1,3,1,1,2,6,2,1,4,1,1,1,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.08236347358997315,0.06923306475678902,0.04207699194270367,0.03879438973440764,0.07430617726051925,0.03133393017009848,0.051626380185019395,0.06863622799164429,0.049835869889585195,0.0826618919725455,0.05968367651447329,0.11578633243807819,0.01432408236347359,0.025663980901223515,0.016711429424052522,0.062071023575052224,0.018800358102059087,0.014920919128618322,0.020590868397493287,0.017308266189197254,0.017606684571769622,0.00507311250373023,0.0017905102954341987,0.000596836765144733,0.001193673530289466,0.001193673530289466,0,0,831,4.0324909747292415,21.564102564102566,445.9841838257237
