Author,verily,say,unto,that,it,is,my,will,should,again,into,the,from,to,and,in,of,wherewith,he,been,upon,him,which,shall,whither,inasmuch,as,with,wherefore,let,your,be,not,lord,thus,ye,every,cometh,or,for,therefore,have,who,hath,god,are,whom,also,thee,thou,thy,among,these,do,if,shalt,one,there,those,yea,all,but,henceforth,lest,much,them,what,his,doeth,out,now,no,more,may,other,how,me,when,by,could,thereunto,whoso,according,whosoever,seemeth,notwithstanding,whereon,did,then,ever,must,thereof,therein,hast,outward,their,some,whereby,they,make,wheresoever,neither,without,till,whereunto,her,underneath,where,had,ought,wherewithal,many,once,becometh,shouldst,hence,didst,was,because,thereon,whose,man,each,whence,we,therefrom,became,thence,therewith,were,oft,like,whatsoever,our,an,thyself,abundance,thine,throughout,being,himself,such,forth,would,said,thereby,anything,yet,than,wherein,v_percentage_use,e_percentage_use,r_percentage_use,i_percentage_use,l_percentage_use,y_percentage_use,s_percentage_use,a_percentage_use,u_percentage_use,n_percentage_use,t_percentage_use,o_percentage_use,h_percentage_use,m_percentage_use,w_percentage_use,j_percentage_use,d_percentage_use,c_percentage_use,g_percentage_use,f_percentage_use,p_percentage_use,b_percentage_use,k_percentage_use,â_percentage_use,x_percentage_use,q_percentage_use,z_percentage_use,ã_percentage_use,Total_Word_Count,AVG_Letter_Per_Word,AVG_Word_Per_Verse,Total_Function_Word_Count
Joseph Smith,11,11,25,9,4,8,17,8,1,3,2,52,4,15,44,17,18,2,4,1,3,9,9,5,1,5,5,1,3,1,13,6,7,8,1,11,1,1,3,7,4,11,6,1,3,4,2,2,1,4,4,2,2,3,1,1,2,1,1,1,3,3,1,1,2,1,3,1,1,1,1,2,1,3,1,1,1,2,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.018729880011706175,0.11501316944688324,0.06057945566286216,0.06672519754170325,0.038630377524143986,0.03687445127304653,0.050921861281826165,0.0752121744220076,0.03453321627158326,0.07638279192273925,0.08282118817676325,0.0810652619256658,0.06965174129353234,0.025168276265730174,0.02224173251390108,0.004097161252560726,0.038630377524143986,0.021949078138718173,0.021949078138718173,0.0196078431372549,0.013169446883230905,0.009072285630670179,0.004097161252560726,0.000877963125548727,0.001170617500731636,0.000292654375182909,0,0,828,4.1268115942028984,21.487179487179485,443.98946444249344
