Author,and,let,them,to,the,there,my,thereof,of,in,lord,also,be,those,who,have,their,verily,thus,all,into,for,shall,that,been,unto,say,it,or,they,not,among,if,by,me,may,thereon,an,is,now,his,god,where,thou,thy,how,thine,yea,from,with,these,are,forth,no,our,will,but,then,thee,shalt,do,again,yet,as,neither,did,hath,he,because,which,upon,many,hence,one,when,was,could,thereunto,whoso,according,whosoever,more,seemeth,notwithstanding,whereon,every,ever,must,your,therein,hast,outward,some,whereby,cometh,therefore,whither,make,much,wheresoever,without,till,wherewith,whereunto,her,underneath,other,had,ought,wherewithal,once,lest,becometh,shouldst,didst,doeth,whose,man,whom,each,whence,anything,we,therefrom,became,thence,therewith,were,oft,like,out,whatsoever,ye,thyself,abundance,throughout,being,himself,wherefore,such,what,him,said,thereby,would,inasmuch,should,henceforth,than,wherein,a_percentage_use,n_percentage_use,d_percentage_use,e_percentage_use,x_percentage_use,t_percentage_use,s_percentage_use,p_percentage_use,r_percentage_use,i_percentage_use,g_percentage_use,l_percentage_use,h_percentage_use,m_percentage_use,o_percentage_use,v_percentage_use,w_percentage_use,u_percentage_use,y_percentage_use,f_percentage_use,b_percentage_use,c_percentage_use,k_percentage_use,j_percentage_use,â_percentage_use,q_percentage_use,z_percentage_use,ã_percentage_use,Total_Word_Count,AVG_Letter_Per_Word,AVG_Word_Per_Verse,Total_Function_Word_Count
Joseph Smith,58,9,13,12,46,1,20,1,38,7,9,7,28,6,7,7,12,4,3,7,2,5,21,16,1,11,3,7,1,15,9,1,2,6,2,7,1,1,3,1,3,6,2,4,18,2,10,2,3,7,1,6,1,1,3,1,3,1,6,1,4,1,1,3,1,1,1,1,3,3,2,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0776495278069255,0.07266526757607555,0.04407135362014691,0.12067156348373557,0.0007869884575026233,0.09916054564533054,0.060073452256033576,0.016789087093389297,0.04879328436516264,0.05482686253934942,0.015215110178384051,0.04695697796432319,0.07869884575026233,0.02439664218258132,0.07528856243441763,0.012591815320041973,0.014952780692549843,0.021773347324239245,0.030167890870933894,0.024921301154249738,0.018363064008394544,0.016002098635886673,0.0026232948583420775,0.0018363064008394543,0.0007869884575026233,0.00026232948583420777,0.0015739769150052466,0,918,4.152505446623094,23.76923076923077,517.9818992654774
