Author,he,that,whose,is,and,the,of,god,if,again,my,shall,be,forth,according,to,which,have,not,me,wherefore,by,ye,in,all,it,unto,them,whom,verily,say,let,their,also,with,yea,these,one,man,upon,neither,much,into,other,than,they,may,was,from,him,there,no,for,doeth,thus,as,said,are,your,now,but,lord,will,should,who,an,would,more,notwithstanding,must,thereof,therein,some,without,thee,wherewith,had,ought,wherewithal,lest,because,thereon,therewith,oft,thine,being,himself,what,inasmuch,henceforth,yet,shalt,whereon,those,outward,cometh,till,many,becometh,shouldst,hence,each,whence,therefrom,became,out,whatsoever,his,our,thyself,do,thereby,whoso,every,hath,whereby,therefore,whereunto,her,underneath,been,how,thy,abundance,such,anything,make,when,could,thereunto,whosoever,seemeth,did,then,ever,hast,wheresoever,thou,where,once,didst,we,among,or,thence,were,like,throughout,whither,wherein,h_percentage_use,e_percentage_use,t_percentage_use,a_percentage_use,s_percentage_use,p_percentage_use,k_percentage_use,w_percentage_use,o_percentage_use,i_percentage_use,r_percentage_use,c_percentage_use,n_percentage_use,l_percentage_use,g_percentage_use,u_percentage_use,m_percentage_use,d_percentage_use,f_percentage_use,b_percentage_use,y_percentage_use,v_percentage_use,â_percentage_use,z_percentage_use,j_percentage_use,q_percentage_use,ã_percentage_use,x_percentage_use,Total_Word_Count,AVG_Letter_Per_Word,AVG_Word_Per_Verse,Total_Function_Word_Count
Joseph Smith,7,15,2,11,63,52,16,3,2,10,23,13,15,2,6,10,9,8,5,2,1,8,4,12,4,2,17,6,1,4,6,20,16,12,8,1,4,3,1,6,1,1,1,1,1,1,1,2,2,1,2,1,3,1,1,1,1,2,7,1,1,4,3,2,2,2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.06627127385250128,0.1181021144920062,0.08406395048994326,0.08818978855079938,0.05724600309437854,0.013666838576585868,0.008251676121712223,0.016245487364620937,0.0665291387313048,0.06111397627643115,0.0590510572460031,0.02449716348633316,0.07813305827746261,0.04254770500257865,0.013408973697782363,0.026044352759154205,0.025786487880350695,0.047705002578648785,0.013666838576585868,0.013924703455389376,0.0296544610624033,0.014182568334192883,0.0020629190304280558,0.0007735946364105209,0.007735946364105209,0.00025786487880350697,0,0,904,4.289823008849558,23.41025641025641,457.9791129448169
