Author,by,the,may,and,is,to,in,how,are,unto,all,there,or,man,must,into,of,if,he,not,it,other,but,that,his,have,an,more,for,be,no,such,as,we,when,our,shall,verily,thus,lord,my,inasmuch,wherein,also,their,many,thy,god,will,thee,therefore,which,those,who,them,ye,then,one,was,thereof,were,from,say,these,him,whom,your,me,whatsoever,they,neither,her,with,out,did,without,henceforth,ever,again,make,because,said,forth,whereby,hath,upon,been,could,thereunto,whoso,according,whosoever,seemeth,notwithstanding,shalt,whereon,every,therein,hast,outward,some,now,cometh,much,wheresoever,till,wherewith,whereunto,underneath,thou,where,had,ought,wherewithal,once,lest,becometh,shouldst,hence,doeth,didst,thereon,whose,each,yea,whence,among,therefrom,became,thence,therewith,like,oft,thyself,let,do,thine,abundance,being,throughout,himself,wherefore,what,would,thereby,should,anything,whither,yet,than,i_percentage_use,n_percentage_use,s_percentage_use,t_percentage_use,r_percentage_use,u_percentage_use,c_percentage_use,o_percentage_use,b_percentage_use,y_percentage_use,j_percentage_use,e_percentage_use,p_percentage_use,h_percentage_use,m_percentage_use,g_percentage_use,v_percentage_use,a_percentage_use,l_percentage_use,d_percentage_use,x_percentage_use,w_percentage_use,f_percentage_use,k_percentage_use,â_percentage_use,q_percentage_use,z_percentage_use,ã_percentage_use,Total_Word_Count,AVG_Letter_Per_Word,AVG_Word_Per_Verse,Total_Function_Word_Count
Joseph Smith,27,70,4,76,25,17,21,1,34,23,17,6,12,6,3,4,39,8,11,27,15,1,8,17,1,12,6,3,16,21,7,1,11,2,9,1,21,6,1,13,25,1,1,1,5,1,3,7,5,1,7,9,2,5,6,5,5,2,3,2,1,4,4,2,5,5,2,7,4,22,4,3,3,6,1,1,1,2,2,1,6,1,1,2,2,2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.06523681858802502,0.07935656836461126,0.05040214477211796,0.09240393208221627,0.06327077747989276,0.02037533512064343,0.018945487042001788,0.07953529937444147,0.01769436997319035,0.02680965147453083,0.0016085790884718498,0.12314566577301161,0.013941018766756031,0.06666666666666667,0.026630920464700624,0.013941018766756031,0.013762287756925827,0.0840035746201966,0.03806970509383378,0.042537980339588916,0.0016085790884718498,0.0193029490616622,0.020732797140303842,0.0016085790884718498,0.0010723860589812334,0.00017873100983020553,0,0,1367,4.0929041697147035,35.05128205128205,794.9828418230563
