Author,is,wherefore,to,and,the,which,have,by,of,my,in,it,that,them,therefore,lest,your,be,not,how,yea,for,god,these,all,they,if,would,but,must,as,because,every,unto,again,with,me,now,shall,will,do,his,thee,thou,shalt,thy,thine,may,whom,are,who,upon,among,thyself,hast,from,when,lord,out,more,than,should,thereof,without,or,being,one,our,were,was,an,also,according,he,had,thus,could,thereunto,whoso,whosoever,seemeth,notwithstanding,whereon,did,those,then,ever,verily,hath,into,therein,outward,their,some,whereby,cometh,there,whither,make,much,wheresoever,neither,till,wherewith,whereunto,her,underneath,where,other,many,ought,wherewithal,no,once,becometh,shouldst,hence,didst,doeth,thereon,whose,man,each,whence,anything,we,therefrom,been,became,say,thence,therewith,like,oft,whatsoever,ye,let,abundance,throughout,himself,such,forth,what,him,said,thereby,inasmuch,henceforth,yet,wherein,e_percentage_use,t_percentage_use,r_percentage_use,n_percentage_use,a_percentage_use,l_percentage_use,p_percentage_use,u_percentage_use,i_percentage_use,s_percentage_use,h_percentage_use,m_percentage_use,g_percentage_use,o_percentage_use,d_percentage_use,â_percentage_use,w_percentage_use,f_percentage_use,c_percentage_use,y_percentage_use,k_percentage_use,v_percentage_use,b_percentage_use,j_percentage_use,x_percentage_use,q_percentage_use,z_percentage_use,ã_percentage_use,Total_Word_Count,AVG_Letter_Per_Word,AVG_Word_Per_Verse,Total_Function_Word_Count
Joseph Smith,7,3,24,53,50,9,6,9,39,13,15,8,12,1,1,4,3,9,14,2,9,7,6,6,6,9,4,3,5,3,8,1,3,6,5,5,6,2,4,4,2,3,3,15,10,12,1,2,2,1,3,3,1,3,1,1,1,3,1,1,1,1,1,1,2,2,1,3,1,4,2,1,1,2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.11336240061554245,0.09412669915362913,0.051551679917927674,0.06745319312644268,0.07130033341882534,0.03949730700179533,0.017696845344960247,0.03154655039753783,0.06001538856116953,0.05642472428827905,0.06899204924339575,0.02872531418312388,0.01744036932546807,0.07591690176968453,0.04026673506027186,0.00307771223390613,0.017953321364452424,0.02539112592972557,0.02333931777378815,0.02949474224160041,0.004873044370351372,0.011284944857655809,0.014875609130546294,0.00307771223390613,0.0012823800974608873,0.00025647601949217746,0.00025647601949217746,0,935,4.170053475935829,24.076923076923077,477.9694793536804
