Author,the,in,that,of,being,they,was,without,he,as,god,we,have,and,man,could,make,for,how,their,ought,to,be,many,more,had,from,is,his,it,but,where,not,are,when,an,them,upon,also,ever,by,or,neither,with,would,may,some,oft,than,do,if,one,into,who,him,there,among,lest,therefore,each,inasmuch,will,her,said,were,every,thee,thine,abundance,thou,no,according,wherein,all,what,hast,out,yet,then,thence,whereof,me,been,once,thereof,because,other,whom,say,hence,my,let,upwards,throughout,shalt,henceforth,whereby,till,must,now,lord,did,became,thy,forth,wherewith,which,whither,cometh,such,like,our,shall,thus,those,whence,much,whose,therein,ye,your,unto,verily,again,whereon,soever,himself,should,yea,these,hath,t_percentage_use,h_percentage_use,e_percentage_use,i_percentage_use,n_percentage_use,d_percentage_use,a_percentage_use,s_percentage_use,m_percentage_use,c_percentage_use,u_percentage_use,r_percentage_use,l_percentage_use,y_percentage_use,f_percentage_use,o_percentage_use,b_percentage_use,g_percentage_use,w_percentage_use,â_percentage_use,p_percentage_use,k_percentage_use,v_percentage_use,z_percentage_use,q_percentage_use,x_percentage_use,j_percentage_use,Total_Word_Count,AVG_Letter_Per_Word,AVG_Word_Per_Verse,Total_Function_Word_Count
Ethan Smith (ViewOfHebrews),44,17,6,26,1,10,3,1,4,4,1,3,3,8,1,1,2,3,1,9,1,8,5,1,1,2,1,7,3,18,3,3,2,2,1,2,2,1,1,1,2,1,1,3,1,1,1,1,1,1,2,1,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.10286225402504472,0.061717352415026835,0.11806797853309481,0.08005366726296959,0.06932021466905187,0.03130590339892665,0.08184257602862254,0.052772808586762074,0.01967799642218247,0.026386404293381037,0.018783542039355994,0.0706618962432916,0.02996422182468694,0.018336314847942754,0.025044722719141325,0.07021466905187836,0.016100178890876567,0.01699463327370304,0.019230769230769232,0.004025044722719142,0.014311270125223614,0.006261180679785331,0.008944543828264758,0.0004472271914132379,0.0004472271914132379,0.0008944543828264759,0,519,4.308285163776493,7.632911392405063,234.96466905187836
