Author,many,of,the,were,his,to,and,an,who,should,but,all,in,had,them,became,one,which,they,for,their,was,now,neither,or,those,it,that,have,been,such,as,man,could,each,other,from,with,much,lord,ever,among,if,would,him,when,not,we,every,god,thee,according,hast,out,yet,me,being,say,my,how,henceforth,whereby,without,oft,whither,there,do,therein,some,himself,ought,lest,will,thou,no,what,then,thence,throughout,till,must,our,shall,thus,may,your,verily,into,these,therefore,upon,said,more,wherein,whereof,once,thereof,by,let,upwards,is,did,thy,are,he,cometh,like,whence,also,again,whereon,soever,inasmuch,her,where,thine,abundance,unto,because,whom,hence,shalt,be,forth,wherewith,make,whose,ye,than,yea,hath,s_percentage_use,o_percentage_use,m_percentage_use,a_percentage_use,n_percentage_use,y_percentage_use,f_percentage_use,t_percentage_use,h_percentage_use,e_percentage_use,u_percentage_use,w_percentage_use,r_percentage_use,g_percentage_use,i_percentage_use,v_percentage_use,d_percentage_use,l_percentage_use,x_percentage_use,p_percentage_use,c_percentage_use,b_percentage_use,â_percentage_use,k_percentage_use,j_percentage_use,q_percentage_use,z_percentage_use,Total_Word_Count,AVG_Letter_Per_Word,AVG_Word_Per_Verse,Total_Function_Word_Count
Ethan Smith (ViewOfHebrews),1,30,56,7,3,16,21,4,5,1,1,5,15,4,3,2,2,5,5,2,4,7,1,1,1,4,4,4,1,1,2,7,1,1,2,2,4,1,1,1,1,2,1,2,2,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.06262005378409527,0.07337687283903188,0.02689204763734153,0.06607760276603919,0.0695351517479831,0.010756819054936612,0.028812908182865925,0.08567038033038801,0.059162504802151364,0.14675374567806376,0.024587014982712256,0.020745293891663467,0.059930849020361124,0.01882443334613907,0.059930849020361124,0.008451786400307337,0.04725316941990011,0.041106415674222054,0.0034575489819439107,0.02305032654629274,0.024587014982712256,0.008067614291202459,0.00768344218209758,0.00384172109104879,0.0034575489819439107,0.000384172109104879,0,564,4.615248226950355,8.215189873417721,248.9850172877449
