Author,if,those,me,the,lord,of,and,then,shall,from,being,god,be,to,it,not,more,that,as,is,he,will,him,have,upon,for,his,are,with,like,had,them,all,when,according,their,thus,an,hence,must,now,in,again,also,into,which,thee,her,was,out,every,where,they,been,make,among,your,would,did,my,but,yet,said,unto,ye,there,one,were,many,such,thou,each,whereon,upwards,whereof,who,himself,hast,without,became,thine,yea,should,could,man,some,or,we,what,cometh,oft,no,these,inasmuch,lest,how,neither,abundance,therefore,wherein,by,because,may,our,thence,ought,wherewith,till,shalt,once,much,whither,ever,throughout,let,thereof,therein,thy,hath,verily,other,do,forth,whom,whence,say,henceforth,than,soever,whose,whereby,â_percentage_use,i_percentage_use,f_percentage_use,t_percentage_use,h_percentage_use,o_percentage_use,s_percentage_use,e_percentage_use,r_percentage_use,d_percentage_use,n_percentage_use,a_percentage_use,c_percentage_use,p_percentage_use,u_percentage_use,m_percentage_use,b_percentage_use,l_percentage_use,g_percentage_use,v_percentage_use,y_percentage_use,j_percentage_use,k_percentage_use,w_percentage_use,z_percentage_use,x_percentage_use,q_percentage_use,Total_Word_Count,AVG_Letter_Per_Word,AVG_Word_Per_Verse,Total_Function_Word_Count
Ethan Smith (ViewOfHebrews),1,2,3,49,2,27,28,3,11,1,1,6,11,16,6,6,1,13,3,8,6,11,2,2,2,6,4,4,4,1,1,5,4,4,1,3,2,1,1,2,1,6,3,1,1,2,1,2,2,2,1,2,2,2,1,1,3,1,1,2,1,1,2,1,2,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.005950019833399445,0.06029353431178104,0.021023403411344704,0.09282030940103134,0.07338357794525982,0.06743355811186037,0.056723522411741376,0.13486711622372075,0.049980166600555334,0.041253470844902815,0.05632685442284808,0.07695358984529949,0.01745339151130504,0.01943673145577152,0.02261007536691789,0.02261007536691789,0.014280047600158666,0.052756842522808406,0.01507338357794526,0.01190003966679889,0.013883379611265371,0.005553351844506148,0.002776675922253074,0.017850059500198336,0.0015866719555731853,0.0003966679888932963,0,615,4.099186991869919,9.025316455696203,311.95517651725504
