Author,the,of,then,which,they,became,and,in,every,were,by,their,from,to,but,it,was,all,should,be,such,therefore,being,with,more,than,for,them,had,ye,shall,no,man,must,those,who,are,god,these,did,he,that,lord,have,unto,his,yet,my,upon,thou,shalt,like,thus,say,is,also,make,may,said,into,thy,let,much,would,not,yea,now,as,many,each,if,whereon,upwards,whereof,thee,himself,hast,without,thine,could,me,among,some,or,we,what,will,her,oft,cometh,out,inasmuch,lest,there,how,neither,abundance,wherein,because,him,your,our,thence,ought,again,according,wherewith,till,hence,where,once,whither,ever,throughout,thereof,therein,hath,one,verily,other,do,forth,an,whom,whence,when,henceforth,soever,whose,been,whereby,t_percentage_use,h_percentage_use,e_percentage_use,f_percentage_use,u_percentage_use,r_percentage_use,i_percentage_use,o_percentage_use,s_percentage_use,l_percentage_use,g_percentage_use,n_percentage_use,x_percentage_use,c_percentage_use,d_percentage_use,v_percentage_use,â_percentage_use,a_percentage_use,z_percentage_use,k_percentage_use,w_percentage_use,y_percentage_use,b_percentage_use,m_percentage_use,j_percentage_use,p_percentage_use,q_percentage_use,Total_Word_Count,AVG_Letter_Per_Word,AVG_Word_Per_Verse,Total_Function_Word_Count
Ethan Smith (ViewOfHebrews),43,23,2,3,5,1,19,9,1,3,2,9,2,7,5,9,3,3,1,6,2,1,1,3,2,1,5,9,2,1,5,1,2,1,1,1,1,3,1,1,2,3,2,3,1,2,1,2,3,2,2,1,1,1,7,1,1,2,1,1,2,3,1,2,3,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.09562398703403566,0.07171799027552674,0.13573743922204215,0.024311183144246355,0.02957860615883306,0.05915721231766612,0.06685575364667747,0.06361426256077796,0.07050243111831442,0.03889789303079417,0.018233387358184763,0.058752025931928686,0.004051863857374392,0.01661264181523501,0.046191247974068074,0.01094003241491086,0.005672609400324149,0.06158833063209076,0.0012155591572123178,0.004862236628849271,0.01985413290113452,0.014181523500810372,0.014586709886547812,0.02188006482982172,0.003646677471636953,0.012560777957860616,0,550,4.487272727272727,8.063291139240507,253.9708265802269
